A1,A2a,A2a1,A3_1,A3_2,A3_3,A3_4,A3_5,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A5a,A6,A61,B1,B1a,B2,B2a,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B4,B4a,B5,B5a,B6,B6a,B7,B7a,B8,B8a,B9,B10,B102,B103,B104,B105,B11,B111,B112_1,B112_2,B112_3,B112_4,B112_5,B112_6,B112_7,B112_8,B112_9,B112_10,B112_11,B112_12,B112_13,B112_14,B112_15,C1,C1a,C1b,C1c,C1d,C2,C2a,C3,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C5,C61,C61a,C62,C62a,C63,C63a,C64,C64a,C7,C8,C8a,E1,E2,E2Y,E2M,E3,E4,E5,E7,E8a,E8b,code,YY,CC,CITY,ENERGY_CODE,TY,WI
1,,,1,,,,,1,1,,,1,,,,,2,,2,,2,,1,,,,,1,,,,,,,1,5,,3,,1,,5,,5,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,3000,200,,,,,,,,,,,1,,1,,1,,1,,5,,,1,10,39,9,,13,,1,1,,110915,2006,1794,1,1,1,70
1,,,1,,,,,1,,1,,1,,,,,2,,1,,6,,4,,1,1,,,,,,,,,1,3,,4,,4,,4,,3,,5,1,1,,,,2,1,1,,,,,,,,,,,,,,,2,113,3,3000,200,5,,2,1,1,1,,,,5,1,,1,,1,,1,,,13,,1,8,,,2,12,1,1,2,1,110920,2015,2494,1,6,1,70
1,,,1,,1,,,,1,,,,,,,,2,,1,,2,,2,,,,,,1,,,,1,,,5,,8,,4,,4,,9,,2,2,,2,6,2,2,1,,,,1,,,,,,,,,,,,2,80,3,3000,200,7,,1,1,,,,,,1,1,,1,,1,,1,,2,12,,1,8,,,3,13,1,1,1,18,110921,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,,1,,,,2,,1,,5,,5,,,,,1,1,1,,,,,,3,,4,,3,,4,,4,,3,2,,1,2,,1,,,,,,,,,,,,,,,,,2,55,3,3000,200,7,,1,1,,,,,,2,1,,1,,1,,1,,5,3,,1,10,,,1,13,1,1,1,2,110924,2001,1587,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,1,,4,,,,,1,1,,1,1,1,,,4,,3,,3,,4,,4,,2,2,,2,1,2,2,1,1,1,,,,,,,1,,,,,,,2,55,3,3000,200,6,,3,1,,,,,,1,1,,1,,1,,1,,3,6,,1,10,40,11,1,13,1,1,1,,110925,2000,1587,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,2,,5,,,,,1,,,,,,,,3,,6,,4,,2,,2,,2,1,,,,,2,1,1,,,,,,,,,,,,,,,2,65,3,3000,200,3,,4,1,,,,,,2,1,,1,,1,,2,2160,2,3,,1,9,,,3,13,3,1,1,2,110926,1995,1997,1,1,1,70
2,,,1,,,,,1,,,,,,,,,2,,2,2,2,,5,,,,,,1,,1,,,,,3,,2,,1,,3,,3,,2,2,,,1,2,2,1,1,,,,,,,,,,,,,,,1,60,,3000,200,5,,2,1,,,,,,1,1,,1,,1,,1,,1,7,,1,8,,,2,6,1,1,1,2,110927,1994,2164,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,4,,4,,,,,,1,1,1,1,,,,3,,3,,3,,3,,3,,3,2,,2,1,2,2,1,1,,,,,,,,1,,,,,,,1,50,,3000,200,5,,4,1,,,,,,1,1,,1,,1,,1,,1,7,,1,10,43,7,1,12,1,1,1,2,110928,1997,1597,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,2,,4,,,,,,1,,1,1,,,,3,,3,,2,,5,,6,,3,2,,2,1,2,2,1,,1,,,1,,,,,,,,,,,1,63,,3000,200,2,,3,1,,,,,,1,1,,1,,1,,1,,2,4,,1,9,,,3,13,1,1,1,2,110930,1994,1762,1,1,1,70
1,1,1,1,,,,,1,,,,,,,,,2,,1,,8,,3,,,,,,1,1,1,,1,1,,5,,4,,3,,9,,6,,3,2,,,,,2,,1,,,,,,,,,,,,,,,2,70,,3000,200,7,,6,1,,,,,,2,1,,1,,1,,1,,6,6,,1,8,,,2,11,3,1,1,2,110931,1995,1998,1,1,1,70
2,1,,1,,,,,1,,,,,,,,,2,,1,,1,,5,,,,,1,1,,,,,,,2,,5,,3,,2,,2,,4,2,,2,2,2,2,1,1,,,,1,,,,,,,,,1,,1,55,,3000,200,2,,2,1,,1,,,,5,1,,1,,1,,1,,4,4,,1,8,,,3,12,2,1,2,1,110934,1995,1497,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,5,,2,,,,1,,,,,1,,1,,5,,3,,3,,4,,2,,3,2,,2,1,2,2,1,1,,,,,,,,,,,,,,,1,65,,3000,200,5,,6,1,,,,,,1,1,,1,,2,1000,1,,1,4,,1,10,39,9,1,13,1,1,1,2,110935,1999,1587,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,2,5,,1,,,,,,,,,,1,1,1,5,,4,,2,,3,,3,,4,2,,2,4,2,2,1,1,1,,,1,,1,,,,,,,,,1,12,,3000,200,3,,2,1,,,,,,1,1,,1,,1,,1,,1,6,,1,9,,,5,13,4,1,2,1,110936,1992,1392,1,1,1,70
1,,,1,,,,,,,1,,,,,,,2,,1,,4,,3,,,,,,,1,,1,,,,4,,2,,4,,4,,3,,2,2,,2,1,2,2,1,1,,,,,,,,1,,,,,,,2,75,2,3000,200,6,,3,1,,,,,,1,1,,1,,1,,1,,5,9,,1,10,39,8,3,13,1,1,2,1,110940,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,7,,3,,,1,1,1,1,1,1,1,,,,6,,2,,2,,6,,4,,3,2,,2,3,2,2,1,1,,,1,,,,,1,,,,,,,2,62,2,3000,200,7,,4,1,,,1,,,4,1,,1,,1,,1,,1,9,,1,7,,,3,12,3,1,2,1,110942,2014,1497,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,6,,2,,,,,1,,,,1,,1,,5,,,,,,,,,,2,2,,,3,2,2,,1,,,,,,,,,,,,,,,1,50,,3000,200,6,,,1,,,1,,,5,1,,1,,1,,1,,4,9,,1,8,,,1,4,1,1,1,2,110943,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,1,,6,,,,1,,,,,,,,,2,,3,,2,,2,,1,,6,2,,2,1,2,1,,,,,,,,,,,,,,,,,1,50,,3000,200,3,,4,1,,,,,,1,1,,1,,1,,1,,2,4,,1,8,,,3,12,1,1,1,2,110946,2015,1987,1,1,1,70
1,,,1,,,,,1,1,,,,,,,,2,,2,3,2,,3,,,,1,1,1,,1,1,,,,4,,6,,4,,5,,5,,2,2,,2,1,,2,1,1,,,,,,,,,,,,,,,1,35,,3000,200,3,,2,1,,,,,,1,1,,1,,1,,1,,2,7,,1,10,41,9,3,13,1,1,2,1,110948,2011,1987,1,1,1,70
1,,,1,,,,,1,1,1,,1,1,,,,2,,1,,6,,1,,,,,1,1,,1,,1,1,,4,,4,,4,,7,,7,,4,1,1,,,,2,1,,,,,,,,,1,,,,,,1,2,62,3,3000,200,6,,6,1,1,,,,,2,1,,1,,1,,2,3200,4,14,,1,9,,,3,11,3,1,2,1,110949,2015,1798,1,1,1,70
1,,,1,1,,,,1,,,,1,,,,,2,,1,,2,,3,,,,,,,1,1,1,,,,2,,2,,3,,4,,4,,2,1,,,,,1,,,,,,,,,,,,,,,,,1,145,,3000,200,2,,4,1,,,,,,1,1,,1,,1,,2,1500,2,7,,1,9,,,2,12,1,1,2,1,110951,2015,2356,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,6,,4,,,,1,1,1,1,1,1,,,,6,,2,,2,,4,,4,,3,2,,1,5,2,2,1,1,1,1,,,,,,,,,,,,,2,69,3,3000,200,5,,3,1,,,,,,1,1,,1,,1,,1,,2,8,,,9,,,3,11,1,1,1,2,110952,2015,1798,1,1,1,70
1,,,1,,,,,1,1,,,,,,,,2,,1,,4,,3,,,,1,1,1,1,1,1,1,,,5,,7,,4,,4,,6,,3,2,,2,3,3,1,,,,,,,,,,,,,,,,,2,83.5,3,3000,200,7,,3,1,,1,,,,5,1,,1,,1,,1,,4,13,,1,6,,,3,8,3,1,3,1,110954,2015,1987,1,1,1,70
1,,,1,1,,,1,1,,,,,,,,1,2,,1,,6,,3,,,,,1,1,1,1,1,1,,,5,,2,,3,,1,,3,,4,2,,2,1,2,1,,,,,,,,,,,,,,,,,1,120,,3000,200,4,,6,1,,1,,,,6,1,,1,,1,,1,,5,14,,1,10,41,2,3,13,1,1,2,1,110955,2015,1598,1,2,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,2,,1,1,,,,,,,,,1,4,,4,,4,,4,,3,,3,1,,,,,2,1,1,,,,,,,,,,,,,,,2,65,3,3000,200,4,,1,1,1,,,,,1,1,,1,,1,,2,3600,2,10,,1,10,,,2,12,1,1,1,2,110958,2015,1798,1,1,1,70
1,,,1,,,,,1,,1,,1,,,1,,2,,2,2,5,,3,,1,1,,,,,,1,1,1,1,5,,7,,5,,4,,5,,3,1,1,,,,2,1,1,,1,,,,,,,,,,,1,,2,65,3,3000,200,9,,6,1,,,,,,1,1,,1,,1,,2,2000,6,6,,1,6,,,3,6,3,1,2,1,110959,2013,1987,1,1,1,70
1,1,1,1,,,,,1,,,,,,,,,2,,2,2,8,,1,,,,,1,,,,1,,,,4,,4,,1,,3,,2,,4,2,,2,1,2,2,1,,,,,,,,,,,,,,,,,,,3000,200,5,,4,1,,,,,,1,1,,1,,1,,1,,2,7,,,10,39,12,1,13,1,1,1,2,110960,2009,1998,1,1,1,70
2,,,1,,,,,1,,,,,,,,,2,,1,,2,,,,,,,,,,,,,,,3,,2,,2,,3,,2,,2,2,,,,,2,,1,,,,,,,,,,,,,,,1,50,,3000,200,3,,2,,,,,,,,1,,1,,1,,1,,5,6,,1,8,,,1,13,4,1,1,2,110961,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,4,,4,,,,,1,,,1,,,,,4,,5,,4,,7,,8,,3,2,,2,1,3,2,1,1,,,,,,,,1,,,,,,,1,75,,3000,200,5,,3,1,,1,,,,4,1,,1,,1,,1,,7,12,,1,9,,,2,13,3,1,2,1,110962,2015,1987,1,1,1,70
1,4,,1,,,,,1,,,,,,,,,2,,1,,4,,2,,,,,1,1,1,1,1,1,1,,5,,7,,5,,4,,3,,2,2,,2,3,2,2,1,,,1,,1,,,,,,,,,,,2,77.3,3,3000,200,7,,5,1,,1,,,,5,1,,1,,1,,1,,6,6,,1,7,,,3,12,4,1,1,2,110963,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,4,4,,4,,,,,,,1,1,1,1,1,1,5,,7,,4,,5,,4,,2,2,,2,1,3,2,1,1,,,,,,,,,,,,,,,2,35.5,3,3000,200,5,,2,1,,,,,,4,1,,1,,1,,1,,4,8,,1,9,,,3,11,3,1,2,1,110964,2010,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,5,,2,,,,1,1,1,1,1,1,1,,,6,,7,,5,,5,,3,,2,2,,2,1,2,2,1,1,1,,,,,,,,,,,,,,2,76,,3000,200,7,,6,1,,1,,,,4,1,,1,,1,,1,,5,6,,1,7,,,2,11,1,1,2,1,110965,2015,1987,1,1,1,70
2,,,1,,,,,1,,,,,,,,,2,,1,,3,,4,,,,,,,,,,1,1,1,2,,3,,3,,4,,4,,3,2,,2,6,2,2,1,1,1,,,,,,,1,,,,,1,,2,50,2,3000,200,3,,2,1,1,1,,,,5,1,,1,,2,1200,1,,5,6,,1,7,,,2,13,2,1,1,2,110969,2015,1798,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,5,,3,,,,1,1,1,,,1,1,,,2,,4,,8,,4,,2,,2,2,,2,1,2,2,1,1,,,,,,,,,,,,,,,1,79,,3000,200,8,,2,1,,,,,,2,1,,1,,1,,1,,5,9,,1,8,,,3,10,3,1,1,2,110970,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,2,4,,4,,,,1,1,1,,1,,,1,,4,,7,,6,,5,,5,,2,2,,2,,2,2,,1,,,,,,,,1,,,,,,,2,66,3,3000,200,7,,5,1,,,,,,1,1,,1,,1,,1,,3,7,,,10,42,8,1,13,1,1,1,2,110972,2011,1998,1,1,1,70
1,,,1,,,,,1,1,1,,,,,1,,2,,1,,6,,1,,,,1,1,1,1,1,1,1,1,,6,,5,,4,,3,,2,,2,2,,2,1,,1,,,,,,,,,,,,,,,,,2,50,3,3000,200,4,,5,1,,1,,,,1,1,,1,,1,,1,,2,6,,1,8,,,4,10,1,1,1,2,110973,2014,1798,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,3,,2,,,,,,,,1,1,1,,1,3,,5,,5,,4,,4,,3,2,,2,6,3,2,1,1,,,,1,,,,,,,,,,1,1,61.4,,3000,200,3,,3,1,,,,,,1,1,,1,,1,,1,,5,10,,1,8,,,3,13,3,1,2,1,110975,2015,1798,1,1,1,70
1,,,1,,,,,,,,,1,,,,,2,,1,,5,,2,,,,,,,,,,,,1,1,,2,,3,,6,,4,,2,1,,,,,2,,1,,,,,,,,,,,,,,,2,78,3,3000,200,7,,2,1,,,,,,1,1,,1,,1,,1,,2,13,,1,8,,,2,11,,1,1,2,110976,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,2,,,,,1,,,,1,,,,6,,2,,2,,2,,1,,4,1,2,,,,2,1,1,,,,,,,,,,,,,,,2,90,3,3000,200,6,,3,,,1,,,,6,1,,1,,1,,1,,2,11,,1,10,41,11,2,10,1,1,2,1,110977,2015,1987,1,1,1,70
1,1,1,1,,,,,1,,,,1,,,,,2,,1,,4,,3,,,1,1,1,,,,,,,,3,,5,,4,,3,,,,2,1,1,,,,2,2,1,,,,,,,,,,,,,,,1,85,,3000,200,3,,4,1,,,,,,1,1,,1,,1,,2,3000,3,6,,1,9,,,2,11,1,1,1,2,110978,2013,1987,1,1,1,70
1,,,1,,,,,,,,,1,,,,,2,,1,,3,,5,,,,,,,1,1,1,1,,,3,,4,,3,,5,,4,,3,1,1,,,,2,1,1,,,,,,,,,,,,,,,2,58,3,3000,200,3,,3,1,1,,,,,2,1,,1,,1,,2,2000,5,9,,1,9,,,1,8,3,1,1,2,110980,2012,1584,1,1,1,70
1,,,1,,,,,1,1,1,,,,,,,2,,1,,2,,3,,,,,,1,1,1,1,,,,3,,3,,2,,2,,4,,2,2,,2,1,,2,1,1,,,,1,,,,,,,,,,,1,74,,3000,200,4,,3,1,,,,,,1,1,,1,,1,,1,,5,5,,1,10,42,10,1,13,1,1,1,2,110982,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,6,,1,,,,,1,1,1,1,1,1,,,5,,4,,3,,5,,3,,2,1,1,,,,2,1,1,1,,,1,,,,,,,,,,1,2,68,3,3000,200,8,,6,1,,,,,,1,1,,1,,2,,1,,6,13,,1,8,,,3,11,1,1,2,1,110983,2013,1797,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,3,3,,2,,,,,1,1,,1,1,,,,3,,6,,4,,4,,3,,2,2,,2,1,2,2,1,1,,,,,,,,,,,,,,,1,30,,3000,200,2,,2,1,,1,1,,,5,1,,1,,1,,1,,2,4,,1,9,,,3,10,1,1,2,1,110984,2008,1794,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,3,,,,,1,1,,,1,1,,,4,,5,,3,,4,,3,,3,1,,,,,2,1,1,,,,,,,,1,,,,,,,2,80,3,3000,200,6,,4,1,,1,,,,4,1,,1,,1,,2,3000,6,5,,1,9,,,3,12,1,1,1,2,110986,2013,1987,1,1,1,70
1,,,1,,,,,1,,1,,1,,,,,2,,1,,3,,3,,,,,1,1,,1,1,1,,,4,,4,,4,,5,,5,,2,1,1,,,,2,1,1,,,,1,,,,1,,,,,,1,1,70,,3000,200,5,,4,1,1,,,,,1,1,,1,,1,,2,3500,2,11,,1,10,40,12,1,13,3,1,2,1,110987,2013,1987,1,1,1,70
1,,,1,,,,,1,,1,,,,,,,2,,1,,3,,4,,,,,1,,,1,,,,,3,,4,,3,,3,,2,,3,2,,,,,2,1,,,,,,,,,1,,,,,,,1,61.6,,3000,200,3,,3,1,,,,,,1,1,,1,,1,,1,,6,4,,1,10,44,3,1,13,1,1,1,2,110988,2013,1798,1,1,1,70
1,,,1,,,,,,,,,1,,,,,2,,1,,5,,4,,,,,1,1,1,1,1,1,,,5,,5,,5,,6,,6,,2,1,,,,,2,1,,,,,,,,,,,,,,,,2,80,3,3000,200,6,,6,1,,,,,,1,1,,1,,1,,2,4000,6,12,,1,7,,,2,7,4,1,1,2,110989,2013,1987,1,1,1,70
1,,,1,,,,,1,1,,,1,,,,,2,,1,,6,,3,,,,,1,1,1,1,1,,,,4,,1,,4,,7,,7,,3,1,1,,,,2,4,1,,,,,,,,,,,,,1,,2,79,3,3000,200,5,,6,1,1,,,,,2,1,,1,,1,,2,3000,6,11,,1,10,44,2,3,13,1,1,2,1,110990,2013,1987,1,1,1,70
1,1,,1,,,,,1,1,1,,1,1,,,,2,,1,,7,,3,,,,,,1,1,,,,,,5,,2,,2,,6,,4,,2,1,1,,,,2,1,1,1,1,,1,,,,1,,,,,1,,2,78,3,3000,200,8,,5,1,1,,,,,2,1,,1,,1,,2,4000,3,11,,1,9,,,1,13,1,1,2,1,110992,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,5,2,,3,,,,,,,,,,1,1,1,4,,5,,4,,3,,2,,2,2,,2,,2,1,,,,,,,,,,,,,,,,,1,20,,3000,200,3,,3,1,,,,,,1,1,,1,,1,,1,,4,7,,1,9,,,3,8,3,1,2,1,110993,2002,1995,1,1,1,70
2,,,1,,,,,1,,,,,,,,,2,,2,6,3,,4,,,,,,,,,,1,1,,2,,3,,4,,2,,1,,3,2,,,2,2,2,,1,,,,,,,,,,,,,,,2,,3,3000,200,4,,1,1,,,,,,2,1,,1,,1,,1,,5,2,,1,9,,,2,12,2,1,1,2,110994,2004,1998,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,2,5,,5,,,,,,1,1,1,1,1,,,5,,3,,2,,7,,7,,2,2,,2,4,2,2,1,,1,1,,,,,,1,,,,,,1,1,48,,3000,200,6,,6,1,,,,,,1,1,,1,,1,,1,,6,9,,1,8,,,3,11,1,1,2,1,110996,2010,1987,1,1,1,70
1,,,1,,,,,1,1,,,1,,,1,,2,,1,,3,,5,,,,,1,1,,,,,1,,2,,3,,3,,3,,2,,3,1,,,,,1,,,,,,,,,,,,,,,,,2,80,3,3000,200,3,,4,1,,,,,,1,1,,1,,1,,2,3200,5,5,,1,7,,,4,12,4,1,1,2,110997,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,4,2,,1,,,,1,,,,,,,,,3,,2,,2,,3,,2,,2,2,,,5,,2,1,1,,,,,,,,,,,,,,,2,15,3,3000,200,4,,2,1,,,,,,1,1,,1,,1,,1,,3,4,,,9,,,2,13,1,1,2,1,110999,2006,1998,1,1,1,70
1,4,,1,,,,,1,,,,1,,,1,,2,,1,,6,,2,,1,,,,,,1,1,1,1,1,5,,8,,5,,4,,4,,3,1,1,,,,2,2,1,,1,,,,,,,,1,,,,,1,95,,3000,200,8,,6,1,1,1,,,,7,1,,1,,1,,2,3000,4,11,,1,8,,,3,10,5,1,1,2,111000,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,7,,5,,,,,,,,,,,,,6,,3,,1,,7,,,,,1,,,,,2,,1,,1,,,,,,1,,,,,,,2,80,3,3000,200,9,,6,1,1,,,,,2,1,,1,,1,,2,3000,7,15,,1,9,,,2,12,1,1,2,1,111001,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,5,3,,4,,,,1,,,,,,,,,3,,5,,4,,6,,5,,3,2,,2,1,,2,1,,,,,,,,,,,,,,,,1,18,,3000,200,3,,1,1,,,,,,1,1,,1,,1,,1,,6,9,,1,10,42,6,3,13,1,1,2,1,111002,2012,1598,1,1,1,70
1,4,,1,,,,,,,,,1,,,,,2,,1,,5,,4,,1,,,,,,,,,,,3,,2,,3,,4,,4,,3,1,,,,,2,1,,,,,,,,,1,,,,,,,2,93,4,3000,200,5,,1,1,1,,,,,2,1,,1,,2,,1,,,11,,1,8,,,2,12,1,1,2,1,111003,2015,1998,1,1,1,70
1,,,1,,,,,1,,1,,1,,,,,2,,1,,5,,4,,,,1,1,1,1,1,1,,,,5,,6,,5,,5,,3,,6,1,1,,,,1,,,,,,,,,,,,,,,,,2,106.9,3,3000,200,3,,4,1,,1,,,,4,1,,1,,1,,2,3000,4,13,,1,8,,,3,8,1,1,1,2,111004,2013,2494,1,6,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,3,,4,,,,,1,1,,,,,,,3,,5,,4,,5,,4,,1,2,,2,,,2,,1,,,,,,,,,,,,,,,2,50,3,3000,200,4,,4,,,,1,,,5,1,,1,,1,,1,,6,6,,1,8,,,2,6,4,1,2,1,111005,2012,1797,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,4,,3,,,,,,,,,,,,,5,,8,,5,,6,,4,,2,2,,,,,2,1,,,,,,,,,,,,,,,,1,50,,3000,200,6,,5,1,,,,,,3,1,,1,,1,,1,,5,7,,,9,,,2,13,,1,2,1,111007,2013,1798,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,5,,2,,,,,,,1,1,1,1,1,1,5,,9,,5,,8,,9,,2,1,,,,,2,1,1,,,,1,,,,,,,,,,1,2,50,3,3000,200,6,,6,1,1,1,,,,4,1,,1,,2,,1,,6,13,,1,7,,,3,9,4,1,1,2,111008,2012,1987,1,5,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,3,,4,,,,1,1,1,1,,,,,,3,,6,,6,,3,,2,,2,1,1,,,,1,,,,,,,,,,,,,,,,,2,80,3,3000,200,6,,4,1,,,,,,1,1,,1,,1,,2,9000,7,7,,1,9,,,3,13,1,1,1,2,111009,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,2,,,,1,1,1,1,1,1,,,,5,,5,,4,,5,,4,,2,1,3,,,,2,1,1,,,,,,,,,,,,,,,2,90,3,3000,200,6,,6,1,,,,,,1,1,,1,,1,,2,4500,6,10,,1,9,,,2,11,1,1,2,1,111010,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,3,,1,,,,,1,1,1,1,1,1,1,,4,,6,,4,,4,,3,,4,2,,1,4,3,2,1,,,,,,,,,1,,,,,,,2,78,3,3000,200,7,,5,1,,,,,,1,1,,1,,1,,1,,2,5,,1,6,,,2,5,3,1,1,2,111012,2013,1987,1,1,1,70
2,,,1,,,,,1,,,,1,,,,,2,,1,,2,,5,,,,1,1,1,,,,,,,3,,4,,3,,3,,3,,2,1,3,,,,1,,,,,,,,,,,,,,,,,2,80,,3000,200,5,,6,1,1,1,,,,5,1,,1,,2,,2,9000,6,5,,1,7,,,3,13,1,1,1,2,111014,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,2,1,,6,,,,,1,1,,,,,,,1,,4,,3,,1,,1,,3,2,,1,3,2,2,1,,,,,,,,,,,,,,,1,1,,,3000,200,2,,1,1,,,,,,1,1,,1,,1,,1,,4,1,,1,9,,,2,13,4,1,1,2,111015,2010,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,2,,4,,,,,,1,,1,,,,,3,,3,,2,,3,,3,,2,2,,2,6,2,1,,,,,,,,,,,,,,,,,1,80,,3000,200,8,,2,1,,1,,,,5,1,,1,,1,,1,,5,2,,1,9,,,2,13,4,1,1,,111017,2013,1998,1,1,1,70
2,1,1,1,,,,,1,,,,,,,,,2,,1,,2,,4,,,,,,,,,,1,1,,1,,3,,3,,2,,1,,3,2,,2,1,1,2,1,1,,,,,,,,,,,,,,,2,70,3,3000,200,4,,4,1,,,,,,1,1,,1,,1,,1,,3,2,,1,9,,,3,9,2,1,1,2,111018,2013,1797,1,1,1,70
1,,,1,,,,,1,1,,,,,,,,2,,1,,2,,4,,,,,1,,,,,,,,2,,2,,,,,,,,,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,50,,3000,200,,,,,,,,,,,1,,1,,1,,1,,4,5,,1,10,39,6,1,12,1,1,1,2,111019,2012,1987,1,1,1,70
1,,,1,,,,,1,1,,,,1,,,,2,,1,,2,,5,,,,,,1,,,,,1,1,3,,5,,4,,3,,3,,4,2,,,5,2,2,2,1,,,1,,,,,,,,,,,,2,109,4,3000,200,3,,4,1,1,1,,,,2,1,,1,,1,,1,,7,6,,1,6,,,3,11,1,1,1,2,111021,2012,2494,1,6,1,70
1,,,1,1,,,,1,1,1,,1,,,,,2,,1,,4,,3,,,1,1,1,1,1,,,,,,5,,2,,4,,6,,8,,2,1,1,,,,2,,1,1,,,,,,,,,,,,,,2,50,3,3000,200,5,,6,1,,,,,,1,1,,1,,1,,2,3333,2,13,,1,10,44,3,3,6,5,1,1,2,111023,2013,1987,1,1,1,70
1,,,1,,1,,,,,,,1,1,,,,2,,1,,2,,4,,1,,,,,,,,,,1,3,,2,,4,,5,,5,,3,1,,,,,1,,,,,,,,,,,,,,,,,2,80,3,3000,200,5,,6,1,,,,,,1,1,,1,,2,,1,,4,7,,1,8,,,2,12,1,1,1,2,111024,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,4,3,,2,,,,1,1,1,,,,,,,3,,5,,5,,4,,5,,4,2,,2,,2,2,2,,,,,,,,,,,,,,,,1,60,,3000,200,4,,1,1,,,,,,3,1,,1,,2,1200,1,,2,,,,9,,,2,13,3,1,1,2,111025,2013,1798,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,1,,1,,3,,5,,,,,1,1,1,,1,1,,,4,,3,,2,,5,,3,,6,1,1,,,,1,,,,,,,,,,,,,,,,,2,106.9,3,3000,200,3,,3,1,,,,,,1,1,,1,,1,,2,4000,2,10,,,1,,,,,,,,,111026,2013,2494,1,6,1,70
1,4,,1,,,,,,1,,,,,,,,2,,1,,1,,6,,,,1,1,,,,,,,,1,,3,,1,,2,,2,,2,2,,2,3,2,2,,1,,,,,,,,,,,,,,,2,50,3,3000,200,3,,2,1,,,,,,1,1,,1,,1,,1,,4,3,,1,10,39,3,1,11,4,1,1,2,111027,2013,1798,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,2,2,3,,2,,,,,1,1,1,1,,,,,3,,2,,2,,5,,3,,2,2,,2,1,,2,1,1,1,1,,1,,,,,,,,,,,2,,2,3000,200,5,,4,1,,,1,,,4,1,,1,,1,,1,,5,8,,1,10,41,7,3,13,1,1,1,2,111028,2013,1987,1,1,1,70
1,,,1,,,,,1,,,,1,,,,,2,,1,,5,,3,,,,,,,1,1,1,1,1,1,5,,4,,3,,7,,5,,3,1,1,,,,2,1,1,,,,,,,,1,,,,,,,2,78,3,3000,200,7,,4,1,1,,,,,2,1,,1,,1,,2,,6,13,,1,7,,,3,13,1,1,2,1,111029,2015,1987,1,1,1,70
1,,,1,,,,,1,,,,,,,,,2,,1,,3,,4,,,,,1,1,,1,,,,,3,,2,,4,,4,,,,2,2,,2,5,2,2,,1,,,,,,,,1,,,,,,,2,75,3,3000,200,,,5,1,,,,,,1,1,,1,,1,,1,,2,9,,1,10,43,11,2,13,1,1,1,2,111031,2015,1987,1,1,1,70
