A1,A2a,A2a1,A3_1,A3_2,A3_3,A3_4,A3_5,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A5a,A6,A61,B1,B1a,B2,B2a,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B4,B4a,B5,B5a,B6,B6a,B7,B7a,B8,B8a,B9,B10,B102,B103,B104,B105,B11,B111,B112_1,B112_2,B112_3,B112_4,B112_5,B112_6,B112_7,B112_8,B112_9,B112_10,B112_11,B112_12,B112_13,B112_14,B112_15,C1,C1a,C1b,C1c,C1d,C2,C2a,C3,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C5,C61,C61a,C62,C62a,C63,C63a,C64,C64a,C7,C8,C8a,E1,E2,E2Y,E2M,E3,E4,E5,E7,E8a,E8b,code,YY,CC,CITY,ENERGY_CODE,TY,WI
1,,,1,,,,,1,,,,1,,,,,2,,1,,2,,3,,,,,1,1,1,1,1,1,,,6,,9,,4,,4,,6,,1,1,1,,,,2,1,,,,,,,,,,,,1,,,,2,80,3,3000,200,8,,6,1,,1,,1,,7,1,,2,500,1,,2,5000,7,11,,1,5,,,4,5,4,2,2,1,230829,2016,1987,2,1,3,92
1,1,1,1,,,,,1,,,,,,,1,,2,,2,2,4,,1,,,,1,1,1,1,,1,1,1,,5,,3,,,,,,,,,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,3000,200,,,,,,,,,,,1,,1,,1,,1,,4,10,,1,8,,,3,4,4,1,1,2,230830,2015,1987,2,1,3,92
1,,,,,1,,,1,,,,1,,,,,2,,1,,3,,2,,,,,1,1,,1,,,,,4,,7,,,,3,,3,,3,1,1,,,,1,,,,,,,,,,,,,,,,,1,72.7,,3000,200,3,,1,1,,,,,,2,1,,2,500,1,,1,,6,4,,1,6,,,5,9,4,2,2,,230832,2018,1798,2,1,3,92
1,,,1,,,,,1,,,,,,,,,2,,1,,2,,2,,,,,1,1,1,1,1,,,,4,,1,,2,,5,,4,,3,2,,2,1,,2,1,,,1,1,,,,,,,,,,,1,2,60,3,3000,200,2,,2,1,1,1,1,,,6,1,,2,600,1,,1,,3,5,,1,9,,,3,12,1,2,2,1,230835,2018,1798,2,1,3,92
1,1,1,1,,,,,1,,,,,1,,,,2,,1,,5,,2,,,,1,1,1,1,1,1,,,,5,,2,,2,,5,,8,,3,2,,,4,,2,1,1,,,,1,,,,,,,,,,,2,70,3,3000,200,5,,6,1,,,,,,1,1,,1,,1,,1,,4,10,,1,9,,,3,10,4,2,2,1,230836,2018,1798,2,1,3,92
1,,,1,,,,,1,1,,,1,,,,,2,,1,,3,,4,,,,,,,,,1,1,1,1,4,,6,,4,,4,,4,,3,1,1,,,,1,,,,,,,,,,,,,,,,,1,96,,3000,200,5,,3,1,1,1,,,,5,1,,2,500,1,,2,3000,7,11,,1,5,,,3,2,1,2,2,1,230840,2018,1987,2,1,3,92
1,,,1,,,,,1,,1,,1,,,1,,2,,1,,3,,2,,,,,,,,1,1,1,1,1,5,,2,,1,,6,,7,,2,1,1,,,,2,1,,,,1,,,,,,,,,,1,,2,96,3,3000,200,5,,4,1,,,,,,1,1,,2,500,1,,2,2500,6,12,,1,7,,,4,10,3,2,2,1,230842,2018,1987,2,1,3,92
1,,,1,,,,,1,1,,,,,,,,2,,2,5,3,,4,,,,,,,,,1,1,1,1,3,,4,,3,,3,,4,,2,2,,2,4,2,1,,,,,,,,,,,,,,,,,1,25,,3000,200,5,,3,1,,1,,,,4,1,,2,500,1,,1,,6,10,,1,5,,,4,9,1,2,2,1,230845,2003,2967,2,1,3,92
2,,,1,,,,,1,1,1,,1,,,,,2,,1,,2,,6,,,,,,,1,1,1,1,,,2,,4,,3,,3,,3,,3,1,1,,,,2,2,1,1,1,,1,,,,,,,,,,,1,50,,3000,200,2,,5,1,1,1,,,,4,1,,2,500,1,,2,600,4,3,,1,8,,,3,10,1,2,2,1,230851,2018,1798,2,1,3,92
1,1,1,1,,,,,1,,,,,1,,,,2,,1,,1,,4,,,,,1,1,,,1,,,,2,,3,,2,,2,,1,,2,2,,2,1,3,2,1,1,,,1,,1,,,,,,,,,,2,65,3,3000,200,1,,1,1,,,,,,1,1,,1,,1,,1,,3,4,,1,8,,,5,6,1,2,2,1,230852,2018,1798,2,1,3,92
2,,,1,,,,,1,,,,,,,,,2,,1,,1,,4,,,,,1,,,,,,,,1,,3,,1,,2,,1,,7,2,,2,1,,2,,1,,,,,,,,,,,,,,,2,50,3,3000,200,1,,1,1,,,,,,1,1,,2,600,1,,1,,3,3,,1,10,40,12,1,2,1,2,2,,230855,2018,1798,2,1,3,92
1,,,1,,,,,1,1,,,1,1,,,,2,,1,,5,,3,,,1,1,1,1,1,1,,,,,4,,4,,3,,6,,4,,3,1,1,,,,2,,1,,1,1,,,,,,,1,,,1,,2,50,3,3000,200,6,,3,1,1,,,,,1,1,,2,,1,,2,2083,6,11,,1,7,,,3,12,1,2,1,2,230863,2018,1987,2,1,3,92
1,,,1,,,,,1,,,,,,,,,2,,1,,1,,6,12,,,,,,,,,,1,1,1,,1,,1,,5,,4,,3,2,,2,6,2,1,,,,,,,,,,,,,,,,,1,60,,3000,200,1,,2,1,,,,,,2,1,,2,500,1,,1,,6,4,,1,7,,,5,5,1,2,2,,230871,2018,1498,2,1,3,92
1,,,1,,,,,1,,,,1,,,,,2,,1,,5,,3,,,,,1,1,1,1,1,,,,5,,2,,2,,5,,5,,4,1,,,,,1,,,,,,,,,,,,,,,,,2,50,3,3000,200,4,,1,,,1,,,,1,1,,2,500,2,1500,2,1500,1,8,,1,7,,,3,11,3,1,1,2,230872,2014,1798,2,1,3,92
1,1,1,1,,,,,1,1,1,,,,,,,2,,1,,6,,4,,1,1,,,,,,,1,1,1,5,,2,,5,,4,,5,,5,2,,1,1,3,2,1,1,1,1,,,,,,,,,,,,,2,136,4,3000,200,4,,2,1,1,1,1,,,6,1,,1,,1,,1,,7,7,,1,5,,,4,6,1,2,2,1,230876,2018,2494,2,8,3,92
1,,,1,,,,,1,1,1,,,,,,,2,,1,,4,,3,,1,,,,,,,1,1,1,1,4,,6,,5,,4,,3,,3,2,,2,,,2,2,1,,,,,,,,,,,,,,,2,70,3,3000,200,4,,3,1,,,,,,1,1,,2,,1,,1,,7,8,,1,9,,,2,11,3,2,2,1,230880,2018,1798,2,1,3,92
1,,,1,,,,,1,1,,,,,,,,2,,2,5,4,,3,,,,,,,,,,,1,1,4,,5,,,,,,,,,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,3000,200,,,,,,,,,,,1,,1,,1,,1,,2,6,,1,8,,,2,12,1,2,2,1,230885,2012,1987,2,1,3,92
1,,,1,,,,,1,,,,,1,,,,2,,1,,4,,3,,,,1,1,,,,,,,,4,,5,,4,,3,,3,,3,2,,2,5,3,2,1,1,1,1,,,,1,1,,,1,,,1,,2,78,3,3000,200,6,,6,1,1,1,1,,,5,1,,2,,1,,1,,2,7,,1,8,,,3,8,1,2,2,1,230886,2018,1798,2,1,3,92
1,1,1,1,,,,,1,,1,,1,,,,,2,,2,5,6,,1,,,,,1,1,1,1,1,1,1,1,5,,2,,7,,8,,6,,6,1,,,,,2,,,,,,,,,,,,,,,,1,2,80,3,3000,200,5,,3,,1,,,,,2,1,,1,,1,,1,,5,14,,1,10,41,8,3,6,1,2,2,1,230888,2018,2494,2,8,3,92
1,1,1,1,,,,,1,,,,1,1,,,,2,,1,,7,,3,,,,1,1,,,,1,1,1,,5,,1,,3,,10,,8,,2,1,,,,,1,,,,,,,,,,,,,,,,,2,50,3,3000,200,9,,3,,,,,,,1,1,,1,,1,,2,3250,6,10,,1,7,,,4,6,5,2,2,1,230889,2018,2494,2,1,3,92
1,,,1,1,,,,1,,,,1,,,1,,2,,1,,2,,4,,,,,,,,1,,,1,1,3,,6,,4,,4,,4,,3,1,1,,,,2,4,1,,,,,,,,,,,,,,,2,70,3,3000,200,4,,2,1,1,,,,,2,1,,2,500,1,,2,2500,4,11,,1,6,,,3,2,1,2,2,1,230890,2018,1798,2,1,3,92
2,,,1,,,,,,1,1,,,,,,,2,,2,3,2,,2,,,,,1,1,1,,,,,,3,,3,,4,,2,,2,,2,2,,2,2,,2,1,1,,,,,,,,,,,,,1,,2,109,2,3000,200,3,,3,1,,,,,,3,1,,2,500,1,,1,,2,3,,1,9,,,5,11,2,2,2,1,230894,2018,1987,2,1,3,92
1,,,1,,,,,1,1,,,,,,1,,2,,1,,3,,5,,,1,,1,,,,,,1,,4,,3,,2,,3,,3,,3,2,,,,,1,,,,,,,,,,,,,,,,,2,65,3,3000,200,4,,3,1,,,,,,2,1,,2,500,1,,1,,4,7,,1,8,,,3,10,1,2,2,1,230897,2018,1798,2,1,3,92
1,,,1,1,,,,1,1,1,,,,,,,2,,1,,4,,4,,,,,1,1,,1,1,1,1,,4,,5,,4,,6,,6,,2,2,,,,3,2,1,,1,,1,1,,,,,,,,,,,2,50,2,3000,200,4,,1,1,,,,,,1,1,,2,600,1,,1,,4,12,,1,8,,,4,5,3,2,2,1,230898,2018,1798,2,1,3,92
1,,,1,,,,,1,1,1,,,1,,,,2,,2,3,4,,4,,,,1,1,1,,,1,,1,,3,,5,,5,,5,,6,,3,2,,1,6,1,2,1,1,1,,,,,,,,,,,,,,1,46,,3000,200,4,,4,1,,,,,,1,1,,2,500,1,,1,,2,7,,1,5,,,3,11,1,2,2,1,230902,2015,1987,2,1,3,92
1,1,,1,,,,,1,,,,,1,,,,2,,1,,3,,5,,,,,1,,,,1,,,,3,,2,,1,,4,,3,,2,2,,,,,2,1,,,,1,,,,,,,1,,,,,2,65,4,3000,200,3,,2,1,,,,,,1,1,,1,,1,,1,,4,5,,,9,,,3,6,1,2,2,1,230904,2017,1798,2,1,3,92
1,,,1,,,,,1,,,,1,,,1,,2,,2,3,2,,3,,,,,,,,,1,1,1,1,4,,6,,5,,5,,3,,2,1,1,,,,2,1,1,,1,,,,,,,,,,,,,1,35,,3000,200,4,,3,1,,1,,,,5,1,,1,,1,,1,,5,8,,1,8,,,4,3,4,2,2,1,230905,2016,1798,2,1,3,92
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,4,,,,,1,1,1,1,1,1,,,5,,2,,4,,6,,6,,3,1,,,,,1,,,,,,,,,,,,,,,,,1,65,,3000,200,5,,4,1,1,,,,,3,1,,2,500,2,1500,2,8000,5,14,,1,8,,,5,2,1,2,2,1,230906,2019,1798,2,1,3,92
1,,,1,,,,,1,,1,,,,,,,2,,2,5,5,,4,,,,,1,1,1,1,,,,,4,,8,,7,,5,,4,,5,2,,1,2,3,1,,,,,,,,,,,,,,,,,2,20,3,3000,200,4,,3,1,,,,,,1,1,,1,,1,,1,,6,7,,1,6,,,3,8,3,2,2,1,230910,2009,1998,2,1,3,92
1,1,1,1,1,1,,,1,1,1,,,,,1,,2,,1,,3,,4,,,,,1,1,1,1,1,1,,,4,,2,,1,,3,,2,,1,2,,2,4,2,2,1,1,,,1,,,,,1,,,,,1,,2,109.9,3,3000,200,3,,1,1,1,1,,,,2,1,,1,,1,,1,,2,8,,1,7,,,2,5,1,2,2,1,230915,2019,2359,2,1,3,92
1,,,1,,,,,1,,,,1,1,,,,2,,2,1,6,,1,,,,,,,,,,,,1,4,,2,,4,,4,,7,,3,1,,,,,2,2,1,,,,,,,,,,,,,,,2,70,3,3000,200,5,,1,1,1,,,,,3,1,,1,,2,500,2,2500,2,7,,1,8,,,4,8,3,2,1,2,230916,2018,2359,2,1,3,92
2,,,1,,,,,1,,,,,,,,,2,,1,,3,,4,,,1,1,1,1,,1,1,,,,4,,3,,3,,3,,2,,4,2,,2,,3,2,,,1,,,,,,,,,,,,,,1,100,,3000,200,7,,1,1,1,1,,,,4,1,,2,500,1,,1,,2,4,,1,6,,,3,6,2,2,1,2,230917,2019,1987,2,1,3,92
1,4,,1,,,,,1,,,,,,,,,2,,1,,3,,2,,,,,1,,,,,,,,5,,3,,3,,4,,3,,5,2,,,3,,2,1,,,,,,,,,,,,,,1,,2,115,3,3000,200,4,,3,1,,,,,,,1,,1,,1,,1,,5,8,,1,6,,,3,10,5,2,2,1,230919,2014,2494,2,6,3,92
1,1,1,1,,,,,1,1,1,,1,,,,,2,,2,3,7,,4,,,,,1,,,,,,,,6,,5,,2,,7,,6,,4,1,1,,,,1,,,,,,,,,,,,,,,,,1,58,,3000,200,7,,3,1,1,1,,,,6,1,,1,,1,,2,5500,4,16,,1,8,,,3,1,1,2,2,1,230923,2016,1987,2,1,3,92
1,,,1,,,,,1,,,,,,,,,2,,1,,3,,3,,,,,1,1,1,1,1,,,,4,,4,,4,,4,,5,,3,2,,2,1,3,2,1,1,1,,,,1,1,,1,,,,,,,1,66,,3000,200,5,,2,1,,,,,,1,1,,2,500,1,,1,,2,7,,1,9,,,3,7,1,2,2,1,230925,2019,1798,2,1,3,92
1,,,1,,,,,,,,,1,,,,,2,,1,,2,,5,,,,,1,,1,1,1,,,,4,,2,,2,,3,,2,,3,1,1,,,,2,,1,,,,,,,,,,,,,,,2,55,,3000,200,4,,,1,1,,,,,,1,,2,500,1,,2,2100,2,8,,1,8,,,2,7,1,2,2,1,230928,2019,1799,2,1,3,92
1,1,1,1,,,,,1,1,,,1,,,,,2,,1,,5,,1,,,,,1,1,1,,,1,1,1,6,,5,,5,,5,,3,,6,1,,,,,2,1,1,,,,,,,,,,,,,,,2,50,3,3000,200,5,,5,1,,1,,,,7,1,,1,,1,,2,3000,7,12,,1,3,,,5,2,1,2,2,1,230930,2019,1798,2,8,3,92
1,,,1,,,,,,,,,1,,,,1,2,,1,,7,,1,,,,,,,,,,1,1,1,4,,4,,6,,2,,1,,4,1,3,,,,2,1,1,,,,,,,,,,,,,,,2,112,4,3000,200,7,,4,1,,,1,,,7,1,,2,500,1,,2,300,5,13,,1,10,42,7,3,13,1,2,2,3,230931,2019,2494,2,1,3,92
1,,,1,,,,,1,1,,,1,1,,,,2,,2,2,5,,1,,,,,1,1,1,1,1,,1,1,6,,7,,5,,5,,4,,3,1,1,,,,2,1,,,,,,,,,,,,,,,1,2,87,3,3000,200,7,,5,1,1,,,,,2,1,,2,,1,,2,3200,2,13,,1,9,,,3,7,3,2,2,1,230935,2017,1798,2,6,3,92
1,4,,1,,,,,1,,1,,,,,,,2,,1,,3,,4,,,,,,,,1,1,1,1,1,3,,2,,1,,4,,4,,8,2,,2,1,3,2,1,1,,,,,,,,,,,,,,,2,81.8,3,3000,200,2,,1,1,,1,,,,7,1,,1,,1,,1,,5,7,,1,10,43,9,4,10,1,2,2,1,230936,2019,1798,2,8,3,92
2,1,,1,,,,,1,,,,,,,,,2,,1,,3,,2,,,,,1,1,,1,1,1,,,4,,6,,4,,3,,3,,3,2,,,1,2,2,,1,1,,,,,,,,,,,,,,2,68,3,3000,200,5,,1,1,1,,,,,2,1,,1,,1,,1,,6,4,,1,9,,,2,5,1,1,1,2,230937,2019,1598,2,1,3,92
1,,,1,,,,,1,,1,,,,,,,2,,1,,4,,3,,,,,1,1,1,1,1,,,,4,,4,,3,,6,,6,,3,2,,2,1,1,2,1,1,,,,,,,,,,,,,,,2,75,2,3000,200,4,,1,1,1,1,1,,,6,1,,2,500,1,,1,,6,9,,1,7,,,3,11,1,2,1,2,230938,2019,1798,2,1,3,92
1,,,1,,,,,1,1,1,,,,,,,2,,1,,3,,4,,,,,,1,1,1,1,1,,,4,,2,,1,,6,,7,,2,2,,2,1,3,2,2,1,,,,,,1,,,,,,,,,1,57,,3000,200,5,,2,1,,,,,,1,1,,2,500,1,,1,,4,10,,1,7,,,3,10,4,2,2,1,230940,2019,1496,2,1,3,92
1,,,1,,,,,1,,,,,1,,,,2,,1,,5,,2,,,,1,,1,,1,1,,,,4,,2,,1,,5,,3,,3,2,,2,5,,2,1,1,,,,,,,,,,,,,,,2,81,3,3000,200,4,,6,1,,,,,,1,1,,2,500,1,,1,,6,9,,1,7,,,3,10,1,2,2,1,230942,2019,1798,2,1,3,92
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,1,,,,,1,1,,1,1,1,,,5,,7,,5,,5,,6,,6,1,3,,,,2,2,1,,,,,,,,,,,,,,,1,113.9,,3000,200,2,,5,1,1,1,,,,6,1,,2,500,1,,2,6000,4,12,,1,8,,,2,10,3,2,2,1,230945,2019,2487,2,8,3,92
1,,,1,,1,,,,1,,,,,,,,2,,1,,3,,3,,,,,,1,,,,,,,5,,2,,3,,6,,4,,2,2,,2,3,2,2,1,1,,,,,,,,,,,,,,,2,72.8,3,3000,200,5,,3,1,,,,,,1,1,,2,500,1,,1,,3,11,,1,8,,,1,11,1,2,2,,230946,2019,1798,2,1,3,92
1,1,1,1,,,,,1,,1,,,,,,,2,,1,,2,,3,,,,,,,1,1,1,,,,3,,4,,3,,3,,3,,3,2,,2,1,2,2,1,1,,,,,,,,,,,,,,,2,72,3,3000,200,3,,2,1,,,,,,1,1,,1,,1,,1,,2,5,,1,9,,,2,10,1,2,2,1,230948,2019,1798,2,1,3,92
1,,,1,,,,,1,,,,,,,,,2,,1,,5,,5,,,,,,,,,,1,1,1,4,,3,,4,,4,,3,,3,2,,2,,,2,1,1,,,,,,,,,,,,,,,1,92.5,,3000,200,4,,3,1,,,,,,1,1,,2,500,1,,1,,6,5,,1,10,43,11,3,11,1,2,2,1,230950,2019,1987,2,1,3,92
1,,,1,,,,,1,1,,,,,,1,,2,,1,,8,350,3,,,,1,1,1,1,1,1,,,,6,,10,,9,200,3,,3,,5,2,,2,1,1,1,,,,,,,,,,,,,,,,,2,82,3,3000,200,9,,6,1,1,,,,,2,1,,2,500,2,,1,,3,16,4000,1,8,,,5,5,4,2,2,1,230952,2015,1987,2,1,3,92
1,1,2,1,,,,,1,1,1,,1,,,1,,2,,1,,7,,2,,,,1,1,1,1,1,1,1,,,6,,10,,7,,6,,5,,2,1,1,,,,2,1,,1,1,1,1,,,,,,,,,1,,2,115,4,3000,200,9,,5,1,1,,,,,2,1,,1,,1,,2,9000,4,12,,1,7,,,4,10,3,2,2,1,230953,2019,2487,2,8,3,92
2,1,1,1,,,,,1,,,,,,,,,2,,1,,2,,5,,,,,1,,,,1,,,,2,,2,,1,,2,,2,,2,2,,2,3,2,2,1,1,,1,,,,,,1,,1,,,,,1,60,,3000,200,4,,2,1,,1,,,,2,1,,1,,1,,1,,2,3,,1,10,42,12,2,13,1,2,2,1,230957,2019,1798,2,8,3,92
1,1,1,1,,,,,,1,,,,,,,,2,,2,3,1,,4,,,,,1,,,,,,,,4,,3,,3,,3,,2,,1,2,,2,2,,2,,1,,,,,,,,,,,,,,,2,,3,3000,200,4,,4,1,,,,,,1,1,,1,,1,,1,,1,4,,1,9,,,1,11,1,2,2,,230958,2015,1987,2,1,3,92
1,,,1,,,,,1,1,,,1,,,,,2,,1,,3,,5,,,,1,1,1,1,1,1,1,,,6,,2,,1,,5,,3,,3,1,,,,,2,1,,,,,,,,,,,,,,,,2,75,3,3000,200,6,,,1,,,,,1,2,1,,1,,1,,1,,1,5,,1,8,,,2,12,3,2,2,1,230959,2019,1798,2,1,3,92
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,3,,,,,1,1,1,1,1,,,,4,,6,,4,,5,,3,,5,1,1,,,,2,1,,,,,,,,,,,,,,,,2,50,4,3000,200,3,,3,1,,,,,,2,1,,2,500,1,,2,3500,5,7,,1,10,41,12,1,11,1,2,2,,230961,2019,1798,2,1,3,92
1,,,1,,,,,1,,,,,,,,,2,,2,5,7,,3,,,,1,1,1,1,1,1,,,,5,,3,,1,,4,,5,,3,2,,,,,2,1,,,1,1,,,,,1,,,,,,,,,,3000,200,,,3,1,,1,,,,2,1,,2,500,1,,1,,5,6,,1,9,,,3,13,1,3,2,1,230962,2010,1987,2,1,3,92
1,,,1,,,,,1,1,1,,1,,,,,2,,1,,7,,1,,,,,,1,1,1,1,1,1,1,5,,6,,6,,8,,6,,4,1,3,,,,2,1,1,,,,,,,,1,,,,,,,2,62,3,3000,200,6,,4,1,,,,,,2,1,,2,500,1,,2,3000,6,12,,1,8,,,3,12,1,1,2,1,230967,2019,1496,2,1,3,92
1,,,1,,,,,1,1,,,,,,,,2,,1,,3,,2,,,,,,,,1,1,1,1,,5,,3,,2,,3,,2,,2,2,,,3,3,2,1,1,,,,,,,,1,,,,,,,2,50,3,3000,200,6,,5,1,,,,,,2,1,,1,,1,,1,,3,8,,1,5,,,3,8,1,2,2,1,230968,2019,1998,2,1,3,92
2,1,1,1,,,,,,1,,,,,,,,2,,2,6,3,,5,,,,,1,,,,,,,,2,,2,,2,,3,,2,,2,2,,2,1,,2,,1,,,,,,,,,,,,,,,,,,3000,200,3,,4,1,,,,,,1,1,,1,,1,,1,,1,4,,1,10,40,12,1,13,1,2,2,1,230970,2006,1998,2,1,3,92
1,,,1,,,,,1,,,,1,,,,,2,,1,,4,,3,,,,,1,1,1,1,,,,,3,,5,,4,,5,,5,,4,1,1,,,,2,1,1,1,1,,,,,,,,,,,,,1,80,,3000,200,3,,3,1,,,,,,2,1,,2,2000,1,,2,3400,2,11,,1,8,,,4,6,3,2,2,1,230971,2019,1798,2,8,3,92
1,4,,1,1,,,,1,1,1,,1,1,,,,2,,1,,7,,4,,1,1,,,,,,,1,1,1,5,,5,,7,,4,,4,,1,1,,,,,2,1,1,1,,,1,,,,,,,,1,,,1,80,,3000,200,5,,3,1,,,,,,2,1,,1,,1,,2,1650,5,1,,1,8,,,4,1,5,1,2,1,230973,2019,1798,2,1,3,92
1,4,,1,,,,,1,1,1,,,,,,,2,,1,,2,,5,,,,,1,,,1,1,,,,3,,4,,3,,5,,4,,2,2,,,,,2,,1,,,,,,,,,,,,,,,1,65,,3000,200,6,,5,1,,1,1,1,,5,1,,1,,1,,1,,7,8,,1,9,,,4,11,1,2,1,2,230975,2019,1499,2,1,3,92
1,1,1,1,,,,,1,1,1,,,,,,,2,,1,,5,,3,,,,1,1,1,1,1,1,1,,,5,,,,,,9,,10,,3,2,,,1,2,2,1,,1,1,,,,1,,,,,,,,,1,67.4,,3000,200,4,,1,1,,,,,,1,1,,1,,1,,1,,2,,,1,10,41,9,3,12,1,18,2,1,230976,2019,1798,2,1,3,92
1,4,,1,,,,,1,,,,,,,,,2,,1,,4,,3,,,,,,,,,,1,,,3,,2,,,,5,,,,3,2,,,5,3,2,,1,,,,,,,,,,,,,,,1,84.9,,3000,200,4,,1,1,,,,,,1,1,,1,,1,,1,,6,,,1,8,,,2,13,5,2,1,2,230977,2019,1998,2,1,3,92
1,,,1,,,,,1,,,,1,,,,,2,,2,3,4,,5,,,,,1,1,1,1,,,,,3,,2,,4,,6,,6,,3,1,1,,,,1,,,,,,,,,,,,,,,,,2,45,3,3000,200,5,,3,1,1,1,,,,7,1,,2,600,1,,2,3000,4,8,,1,5,,,2,6,4,2,2,1,230979,2015,1987,2,1,3,92
1,,,1,,,,,,,1,,,,,,,2,,,,2,,6,10,,,,,,,,1,1,1,1,4,,2,,,,,,,,,2,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,3000,200,,,,,,,,,,,1,,1,,1,,1,,1,4,,1,9,,,2,10,3,2,2,1,230981,2019,1798,2,8,3,92
1,1,1,1,,,,,1,,,,,,,,,2,,1,,2,,4,,,,,1,,,,,,,,4,,4,,2,,3,,,,5,2,,2,,2,1,,,,,,,,,,,,,,,,,2,72.8,3,3000,200,5,,1,1,,,,,,1,1,,1,,1,,1,,3,3,,1,7,,,2,8,1,2,2,1,230982,2019,1798,2,1,3,92
1,1,2,1,,,,,1,,1,,1,,,,,2,,1,,4,,5,,,,,,,,,1,1,1,1,4,,5,,3,,7,,6,,3,1,,,,,1,,,,,,,,,,,,,,,,,2,104,3,3000,200,4,,,1,1,,,,,2,1,,1,,1,,2,3500,4,13,,1,10,43,10,3,6,1,2,2,1,230983,2019,1987,2,1,3,92
1,1,,1,,,,,1,1,1,,,,,,,2,,2,4,2,,,,,,,1,1,1,1,1,1,,,4,,,,,,,,,,,2,,2,,,2,1,1,,,,1,,,,,,,,,,,,,,3000,200,3,,,1,,1,,,,7,1,,1,,1,,1,,,7,,,10,43,1,4,10,4,2,2,1,231010,2014,1987,2,1,3,92
1,1,2,1,,,,,1,,,,,,,,,2,,1,,3,,4,,,,,,1,1,1,1,,,,3,,3,,2,,4,,3,,3,2,,2,1,2,2,1,1,1,1,,,,,,,,,,,,,2,64,3,3000,200,4,,1,1,,,,,,1,1,,1,,1,,1,,6,5,,1,9,,,2,11,1,1,2,1,231023,2019,1497,2,1,3,92
2,,,1,,,,,1,,,,,,,,,2,,1,,2,,6,11,,,,,,,,,1,1,1,2,,3,,3,,2,,2,,2,2,,,3,2,2,4,1,,,,,,,,,,,,,,,1,80,,3000,200,2,,3,1,,,,,,2,1,,2,500,1,,1,,2,2,,1,7,,,4,8,1,2,2,1,231025,2016,1987,2,1,3,92
2,1,,1,,,,,1,,,,,,,,,2,,2,,2,,2,,,,,1,1,1,1,,,,,3,,5,,5,,3,,3,,2,2,,1,1,,1,,,,,,,,,,,,,,,,,1,,,3000,200,5,,5,1,,,,,,1,1,,1,,1,,1,,2,5,,1,8,,,3,11,1,2,2,1,231031,2004,1998,2,5,3,92
1,,,1,,,,,1,,,,1,,,,,2,,1,,6,,3,,,,,1,1,1,1,1,1,,,5,,7,,7,,5,,8,,4,1,1,,,,2,1,1,,,,,,,,,,,,,,,2,109.9,3,3000,200,5,,4,1,,,,,,1,1,,2,500,1,,2,3500,4,10,,1,7,,,3,5,4,2,2,1,231044,2019,2487,2,8,3,92
1,1,1,1,,,,,1,1,1,,1,,,,,2,,1,,6,,4,,1,,,,,,,1,1,1,1,6,,5,,5,,9,,7,,3,1,3,,,,2,1,,1,,,,,,,,,,1,,1,,2,81,3,3000,200,9,,5,1,1,,,,,1,1,,1,,1,,2,,6,14,,1,5,,,2,5,1,2,2,1,231051,2013,1987,2,1,3,92
1,,,1,,,,,1,,,,1,,,1,,2,,2,2,6,,3,,,,,1,1,1,1,1,1,1,1,6,,7,,6,,4,,4,,4,1,,,,,2,1,1,,,1,,,,,,,,,,,,1,80,,3000,200,4,,6,1,1,1,,,,6,1,,2,600,1,,2,700,6,4,,1,7,,,5,5,3,2,2,1,231052,2012,2494,2,6,3,92
1,1,2,,,1,,,,,,,1,,,,,2,,1,,2,,2,,,,,1,,,,,,1,,2,,2,,2,,2,,2,,2,1,1,,,,1,,,,,,,,,,,,,,,,,2,50,3,3000,200,2,,6,1,,,,,,5,1,,1,,1,,2,3200,4,2,,1,8,,,3,11,3,2,2,,231055,2012,1798,2,1,3,92
1,1,,1,,,,,1,,1,,1,,1,1,,2,,1,,6,,3,,,,1,1,1,,,,1,1,1,6,,10,,8,,5,,4,,5,1,3,,,,1,,,,,,,,,,,,,,,,,2,106,3,3000,200,4,,2,1,1,,,,,3,1,,1,,1,,2,3500,6,9,,1,6,,,4,8,3,2,2,1,231058,2012,1997,2,2,3,92
1,1,2,1,,,,,1,,,,,,,,,2,,1,,6,,3,,,,,1,1,1,,1,,1,1,4,,3,,4,,5,,8,,3,2,,2,1,2,2,1,1,,,,,,,,,,,,,,,1,71.4,,3000,200,6,,6,1,,,,,,1,1,,1,,1,,1,,2,8,,1,8,,,2,8,1,1,2,1,231059,2011,1987,2,1,3,92
1,,,1,,,,,1,1,1,,1,1,,,,2,,1,,7,,2,,,,1,1,1,,1,1,1,,,4,,6,,4,,4,,5,,3,1,1,,,,2,1,1,1,,,,,,,,,,,,,,1,97,,3000,200,5,,6,1,1,1,,,,6,1,,2,500,1,,2,2300,3,11,,1,8,,,3,5,1,2,2,1,231062,2013,1997,2,2,3,92
