id,x,y
"405",121.4967198554,25.1052841928
"406",121.5886237572,25.0693448071
"407",121.5620473013,25.0873231609
"408",121.4758531720,24.8762017507
"409",121.6043580826,25.0969919062
"410",121.4995563370,24.9462500454
"411",121.5020159799,25.0632962631
"412",121.5816704847,24.9497212197
"413",121.5831612762,24.9322445174
"414",121.5489533777,25.1448040761
"415",121.5722650714,25.1631891280
"416",121.5785958107,25.1447492484
"417",121.6152816816,25.0963396796
"418",121.5263687883,24.8925408574
"419",121.5908475778,24.9458270380
"420",121.4762091293,25.0454714297
"421",121.5852238217,25.1470944978
"422",121.5008900771,25.0960327853
"423",121.5556391773,24.9250218997
"424",121.4899069867,24.9263679476
"425",121.5668685009,24.9399464526
"426",121.5911581220,24.9740218076
"427",121.5644003990,24.9558309524
"428",121.3429495339,25.1133340722
"429",121.5184979871,25.0902708331
"430",121.5364723612,25.1381896337
"431",121.5604328070,25.0066424727
"432",121.5353037700,25.1282910010
"433",121.4022397084,25.0766729426
"434",121.4688375461,24.9438466019
"435",121.5589964943,24.9196829817
"436",121.3559798384,25.0713378237
"437",121.4899079860,25.0198602140
"438",121.5146185878,24.9236249247
"439",121.5176768757,24.9726122615
"440",121.5886139456,25.0542045455
"441",121.3146778763,25.0967597185
"442",121.3686051784,25.0811770777
"443",121.6206056603,25.0369558164
"444",121.5421152683,24.9057960336
"445",121.5677337397,25.1576626716
"446",121.5127213579,24.8923725149
"447",121.4939739316,24.9421247035
"448",121.5161934908,25.0749602716
"449",121.3506729161,25.1280269186
"450",121.5658099247,25.1518339046
"451",121.4946748063,25.0658810859
"452",121.3431752416,25.1227122341
"453",121.3246226216,25.1000993681
"454",121.5951326548,25.0558019246
"455",121.5324138597,24.9668497191
"456",121.5328546026,24.9619621930
"457",121.3327887501,25.1194148583
"458",121.5125711265,24.9518858762
"459",121.4065730903,25.0341152296
"460",121.5426928177,25.1353402086
"461",121.4106112114,25.0337005490
"462",121.5110749326,24.9141742711
"463",121.5400337780,24.9209206319
"464",121.5739605624,25.0741978816
"465",121.5730938467,24.9683595037
"466",121.5400716305,24.9985478477
"467",121.5766779457,25.1226187066
"468",121.5571545956,24.9898560814
"469",121.5719973416,24.9635877771
"470",121.5904110466,25.0065645466
"471",121.5639722825,25.1073909057
"472",121.5844973981,24.9555512896
"473",121.4879467395,24.8898681876
"474",121.4957632031,24.9000036924
"475",121.4570915592,25.0440941316
"476",121.5052403808,24.9388596299
"477",121.3799340825,25.0733449699
"478",121.3006297318,25.1132846061
"479",121.3750159252,25.0941688904
"480",121.5551015848,25.1322380964
"481",121.4704975156,24.9465059804
"482",121.5013344622,24.9525620450
"483",121.4976606311,24.9540385998
"484",121.6071609683,25.0513375979
"485",121.3106839759,25.1153649455
"486",121.5013399439,25.0317852159
"487",121.6014135252,24.9878587954
"488",121.4768320723,25.0488828440
"489",121.5677674779,24.9227224548
"490",121.5801904503,24.9160235474
"491",121.4250206057,25.0190124088
"492",121.4783071377,25.0840768746
"493",121.4790439413,25.1008760494
"494",121.5970909483,24.9879023230
"495",121.4695538599,25.0532014524
"496",121.4384816894,25.0127178475
"497",121.4016084799,25.0449662142
"498",121.4988063559,25.0591470253
"499",121.4463737820,25.0371882532
"500",121.5882415583,25.0677352865
"501",121.5034976026,24.9177255116
"502",121.5958020149,24.9867749287
"503",121.5284019328,24.9774264790
"504",121.3631903981,25.0693303853
"505",121.4671789230,25.0613253551
"506",121.4917030847,24.9128810648
"507",121.5701481104,25.0909550455
"508",121.6067283629,25.0818890159
"509",121.5220659014,24.9346310029
"510",121.3523209548,25.1037809883
"511",121.5500394344,25.1435302829
"512",121.5910027885,25.0250805968
"513",121.5817040802,25.1368504191
"514",121.5949896036,25.1069473230
"515",121.5740430423,25.0568413028
"516",121.4876924308,25.0572130760
"517",121.5917705255,25.0664829184
"518",121.5867258582,24.9339273547
"519",121.4056433956,25.0305206179
"520",121.3698313240,25.1116166885
"521",121.4636972290,25.0615445418
"522",121.4774569924,25.0981230752
"523",121.5783128491,25.1792029696
"524",121.3779705289,25.0851695205
"525",121.5772684701,24.9838837415
"526",121.5987977107,24.9776582809
"527",121.5721165849,25.1368953061
"528",121.5710868341,24.9230111604
"529",121.5873988158,25.0824277116
"530",121.5265487460,24.9718284667
"531",121.3300771784,25.1226850820
"532",121.5771186392,25.0052945243
"533",121.5507034791,24.9755411889
"534",121.5039000797,25.0620981418
"535",121.5381688462,25.1297871147
"536",121.4509101827,25.0577877741
"537",121.5951523776,24.9893547159
"538",121.5166461019,24.9564854257
"539",121.3586770519,25.1097245849
"540",121.5359904288,24.9370042208
"541",121.5643272544,24.9535591881
"542",121.4425917460,25.0222045838
"543",121.4732545144,25.0986917951
"544",121.5616505581,24.9134162715
"545",121.4507424349,25.0472670765
"546",121.3761462215,25.0837772120
"547",121.3536525836,25.0992572862
"548",121.5756956164,25.0899904328
"549",121.5353911195,24.9230534683
"550",121.6076982337,25.0618925481
"551",121.5922229058,25.0985333793
"552",121.3541576203,25.1253944411
"553",121.5968349259,25.0591364401
"554",121.5810723491,24.9274797566
"555",121.5992908530,25.0473214549
"556",121.4953784336,24.9368249652
"557",121.5419838945,25.0031727915
"558",121.4322862245,25.0055611522
"559",121.5311852580,24.9666547158
"560",121.4899177940,25.0783322072
"561",121.5463526216,24.8950424270
"562",121.5005002727,25.0555833782
"563",121.4805000525,25.1091217852
"564",121.3708327323,25.0869696237
"565",121.5255968094,25.0929272071
"566",121.6105759445,24.9713956514
"567",121.5024283685,25.0743562796
"568",121.5291980002,24.9648934625
"569",121.3719244667,25.0815571103
"570",121.5518455599,24.9377613023
"571",121.3640629992,25.1363563886
"572",121.5727535434,25.1611733473
"573",121.2930228369,25.1084253653
"574",121.5012383755,24.9144427938
"575",121.4654408569,25.0646781685
"576",121.5108847421,25.0673968390
"577",121.3903848845,25.0941237524
"578",121.6094607373,25.0875253576
"579",121.3710500420,25.0740301191
"580",121.4741474730,25.0466603547
"581",121.5058505241,25.0782705339
"582",121.3471864224,25.1221945771
"583",121.3227959928,25.0958872837
"584",121.3731790226,25.0846757101
"585",121.5396948414,24.9201032368
"586",121.2994903730,25.1192510198
"587",121.6177278957,25.0956034460
"588",121.6196170135,25.0786676729
"589",121.4176347287,25.0252819763
"590",121.3140891513,25.1139785784
"591",121.4047686595,25.0699514887
"592",121.4393658603,25.0321948167
"593",121.5669476240,25.1501405192
"594",121.6050131125,25.0532315932
"595",121.5682938663,24.9628307209
"596",121.5629410738,25.0871923141
"597",121.4930667608,25.1087461300
"598",121.5574489965,25.1552472720
"599",121.4959746711,24.9277267667
"600",121.5594607537,24.9037930046
"601",121.5651069479,25.1251897984
"602",121.5513219883,24.9914914571
"603",121.5850368586,25.1490494790
"604",121.6502456432,25.0246630532
"605",121.3416817357,25.1252320207
"606",121.5314125336,25.1006732932
"607",121.5532980623,24.9674975379
"608",121.5831277431,25.0977622303
"609",121.5745698128,25.0653235230
"610",121.5023450758,24.9537731359
"611",121.3366498138,25.1122185411
"612",121.6152918189,25.0641478349
"613",121.5647859729,25.1191312305
"614",121.5746099791,24.8838493612
"615",121.4945608081,24.8867222615
"616",121.4210619596,25.0181370716
"617",121.5547188637,24.9990845751
"618",121.5529409594,25.1362612885
"619",121.3543441648,25.1186665571
"620",121.5177481312,25.0902537524
"621",121.3300212335,25.0994046226
"622",121.4054689855,25.0886067769
"623",121.5759296592,25.0119402829
"624",121.3330892397,25.0871121721
"625",121.5713344558,24.9745818128
"626",121.5696009763,24.8775538733
"627",121.5231561107,25.0990651364
"628",121.5967300008,25.1040141247
"629",121.4745306210,24.9549948476
"630",121.3808679060,25.1126317460
"631",121.5031932481,24.8822057891
"632",121.4957183216,24.9497097296
"633",121.5530218737,24.9946829940
"634",121.2926328147,25.1037900458
"635",121.5429427100,25.1058021132
"636",121.5664519613,24.8943887032
"637",121.5357320628,24.9669323125
"638",121.5768888087,25.1676469047
"639",121.6020235037,24.9493590242
"640",121.4975362398,24.9585238142
"641",121.5882838584,25.0712320257
"642",121.6054876571,25.0398111220
"643",121.5882228253,25.0885791864
"644",121.4337960538,25.0224780981
"645",121.4985375666,24.9209810825
"646",121.5881776331,25.0449862335
"647",121.5219192627,25.0788613975
"648",121.5794597362,24.9122888018
"649",121.5788401304,25.1445507609
"650",121.3708417227,25.0831190176
"651",121.3606861793,25.0980899830
"652",121.4958999885,25.0551116772
"653",121.4750837923,25.0814909724
"654",121.4995075281,25.0519289312
"655",121.5385863028,24.9753634423
"656",121.5124956056,24.9151180683
"657",121.3679495800,25.0733967507
"658",121.3548095057,25.1044945926
"659",121.5003928098,25.0268493485
"660",121.4942899589,25.0383860733
"661",121.4970576212,25.1047397577
"662",121.5819033988,25.0071288287
"663",121.5798478155,25.1732678480
"664",121.3889472720,25.0927498847
"665",121.3343125479,25.1164871177
"666",121.5669037528,25.0859365484
"667",121.4645296343,25.0389364926
"668",121.5508129650,25.1266109511
"669",121.6152974467,25.0364222790
"670",121.5189401182,25.0996351750
"671",121.6199815687,25.0757738367
"672",121.4735796293,24.9473706589
"673",121.4889823898,25.1109642407
"674",121.4967672946,24.8719386371
"675",121.3580214222,25.1229505352
"676",121.3593640015,25.1275537701
"677",121.5509346883,25.1374224530
"678",121.6074425772,25.0767983770
"679",121.5830169067,25.1543741802
"680",121.5090067452,25.0779139553
"681",121.6089938108,25.0730352044
"682",121.5573382461,25.0081542105
"683",121.5491258348,25.0929888918
"684",121.5218997163,24.9465189406
"685",121.5453774304,24.9035369547
"686",121.5600522100,25.1050535448
"687",121.5321731891,25.1152678143
"688",121.5083942547,24.9330701271
"689",121.3523796045,25.1223120296
"690",121.4139207674,25.0335148702
"691",121.5885969366,25.1620786527
"692",121.6219654429,25.0894430827
"693",121.5198923156,24.9827682619
"694",121.5932342744,25.1350147492
"695",121.4939592405,24.9156339270
"696",121.2975026454,25.1152691539
"697",121.3756488572,25.0831621399
"698",121.5681236688,25.1195884859
"699",121.3833054344,25.0737554489
"700",121.5922199986,24.9706377797
"701",121.5530323873,25.1538783977
"702",121.3816999424,25.1134226383
"703",121.5683303345,24.9910905466
"704",121.5203717069,24.8887050286
"705",121.4991572068,24.9380668086
"706",121.4888893090,24.9522016966
"707",121.3775145856,25.0758977282
"708",121.5063664088,25.0886569363
"709",121.5571180767,25.0901720346
"710",121.5278335461,25.0977708826
"711",121.5934893255,25.1377546451
"712",121.5169432982,24.8965556053
"713",121.4476236512,25.0522741128
"714",121.5522314702,24.9379068128
"715",121.6047470987,24.9603118845
"716",121.4579571335,25.0921493033
"717",121.5838590615,24.9193826019
"718",121.4325206600,25.0359993359
"719",121.5404550109,25.1140093007
"720",121.3846406792,25.0878312021
"721",121.5915100563,24.9970941708
"722",121.4361611235,25.0173532620
"723",121.3703448056,25.1034880123
"724",121.5143590610,24.9192843258
"725",121.5553113355,25.0109061503
"726",121.5806996773,24.9224181295
"727",121.3041934248,25.1054137891
"728",121.4615295782,25.0828419282
"729",121.6059405395,25.0752137522
"730",121.4147767704,25.0340873151
"731",121.5826018754,25.1325752265
"732",121.5838177569,25.1329571232
"733",121.5208945461,24.9831812208
"734",121.5513859120,24.9229105661
"735",121.5726519140,25.0558871986
"736",121.5032234484,25.0466694815
"737",121.4779677860,25.0938758900
"738",121.4988996459,24.8998601034
"739",121.5810335333,25.0975362161
"740",121.5686512927,24.9197576314
"741",121.5779537893,25.1389445574
"742",121.5780476338,25.0654385252
"743",121.6085305936,25.0369180248
"744",121.4846421494,24.8834906555
"745",121.6280876829,25.0256061855
"746",121.3403146690,25.1235289849
"747",121.6193879875,25.0281170155
"748",121.4880155091,25.0889274990
"749",121.4413510222,25.0164116895
"750",121.5719975807,24.9110104170
"751",121.5043492735,24.9691042349
"752",121.5248968403,24.9776809843
"753",121.4026126171,25.0911444302
"754",121.5774811151,24.8973191042
"755",121.4721387530,25.0783361321
"756",121.4902235876,25.0863227186
"757",121.5482283598,24.9117281269
"758",121.5566709289,24.9721226022
"759",121.5763459467,25.0569933426
"760",121.5721801364,24.9284536164
"761",121.5897226909,25.1297312469
"762",121.5295045570,24.9205185526
"763",121.5617517222,24.8951298027
"764",121.6099281889,25.0369544723
"765",121.5688532844,24.9061862875
"766",121.5127383995,24.9798631433
"767",121.5451432875,24.9194266529
"768",121.5696221221,25.1549663815
"769",121.5779285919,24.9985283437
"770",121.4930818280,24.8715164901
"771",121.5880215085,25.0585042726
"772",121.4990090812,24.9023964353
"773",121.5933638515,24.9499621467
"774",121.6039081590,24.9545324294
"775",121.5078350482,25.0674403349
"776",121.5700227377,25.0777038022
"777",121.5457034761,25.1122698355
"778",121.3956599970,25.0812533830
"779",121.4476775775,25.0438136580
"780",121.4950762094,25.0996532100
"781",121.5974051292,25.0192251145
"782",121.5466061670,25.0039046249
"783",121.5778858862,24.8917108271
"784",121.5701156743,25.0888386129
"785",121.5174896024,25.0973382479
"786",121.5182079903,24.9277858562
"787",121.5668208465,25.1611747861
"788",121.5840072259,25.0097433307
"789",121.5541169647,24.9133300582
"790",121.5090084816,24.8937303905
"791",121.3685435176,25.1309069731
"792",121.5697538597,25.0892402106
"793",121.5889422042,24.9210377679
"794",121.4982114562,25.0951545888
"795",121.5746062457,25.1366075837
"796",121.5847932480,25.1505407353
"797",121.5918151066,25.0540670602
"798",121.5499323810,25.0089910369
"799",121.3376130859,25.0964248499
"800",121.5007849235,25.0360915477
"801",121.3993583724,25.0745876652
"802",121.5135106803,24.9349217378
"803",121.4894153904,25.0960814823
"804",121.5475246190,24.9681821742
"805",121.5570617555,25.0951981505
"806",121.3417273629,25.0894633239
"807",121.5491154490,24.9838059475
"808",121.5825520014,25.0162812856
"809",121.6073390702,24.9732839761
"810",121.5689801191,25.1585595473
"811",121.5456265639,24.9136655844
"812",121.5722258310,25.1504372766
"813",121.5302218291,24.9182133226
"814",121.5776991496,25.1747106128
"815",121.3742581991,25.1004987941
"816",121.5540819533,24.8989914188
"817",121.3558784008,25.1067132307
"818",121.5668152884,25.1745503477
"819",121.5859504576,25.0028132368
"820",121.5386848768,25.1045059618
"821",121.3425899344,25.1113683789
