id,x,y
"426",121.5082992174,25.0340619660
"427",121.5732110160,25.0242502307
"428",121.4490999597,24.9993753336
"429",121.5808473296,25.0215904619
"430",121.5653596273,25.0751317158
"431",121.5857874297,25.0314882369
"432",121.5391547154,25.0644055464
"433",121.5231958121,25.0518850511
"434",121.4450665241,25.0021947681
"435",121.5136781794,24.9819864004
"436",121.4808845464,25.0188128063
"437",121.4310700012,24.9836349901
"438",121.4536210383,24.9982899417
"439",121.5157365427,25.0155712062
"440",121.5438085091,25.0683239287
"441",121.4643688310,25.0281770113
"442",121.4967591765,24.9709412516
"443",121.5378304150,25.0450883065
"444",121.4839833339,25.0261285537
"445",121.5251410829,24.9910337633
"446",121.5202682651,25.0198856269
"447",121.5515562914,25.0330040146
"448",121.5300955568,24.9970720043
"449",121.5386999353,25.0094284911
"450",121.5664911579,25.0582492198
"451",121.4563115214,25.0286271822
"452",121.4832755358,25.0329967829
"453",121.5311786560,25.0141305649
"454",121.5381831938,25.0861988597
"455",121.5492209982,25.0837067479
"456",121.4741025904,25.0265352833
"457",121.5677159576,25.0167905898
"458",121.5106900917,25.0357785880
"459",121.5148766280,25.0233843592
"460",121.4810078583,25.0163625416
"461",121.5490390298,25.0261542503
"462",121.5197498902,25.0432527681
"463",121.5213626115,25.0689583314
"464",121.5290285476,25.0395112312
"465",121.5337265766,25.0187361190
"466",121.5548774910,25.0582317292
"467",121.4424793729,25.0052806322
"468",121.5041334470,25.0020082908
"469",121.5195347404,25.0210631034
"470",121.5444453337,25.0694798876
"471",121.5494093388,25.0671041919
"472",121.4922234408,24.9857865498
"473",121.4509227661,25.0051685862
"474",121.4877620564,25.0029085800
"475",121.4494724638,25.0020030949
"476",121.4978978932,25.0073008176
"477",121.5385534251,25.0476922921
"478",121.4299581737,24.9753601721
"479",121.5009017994,25.0038245608
"480",121.5601515877,25.0388838228
"481",121.4731001932,25.0055397471
"482",121.5822684332,25.0394708842
"483",121.5803210432,25.0361119745
"484",121.4686377116,25.0129886647
"485",121.4798781801,25.0312446781
"486",121.5275503534,25.0212258145
"487",121.5422919943,25.0155389119
"488",121.4888042703,24.9798900384
"489",121.5368114383,25.0658527960
"490",121.5380836490,25.0792237450
"491",121.5759398380,25.0296108757
"492",121.5134192560,25.0364509506
"493",121.4715786931,25.0190460530
"494",121.5474367986,25.0841661362
"495",121.4490661370,25.0150777124
"496",121.5165947033,25.0229442530
"497",121.5362392712,25.0885643806
"498",121.5776496517,25.0243511630
"499",121.5667069466,25.0472242694
"500",121.5452110907,25.0656499458
"501",121.4939901369,24.9943313603
"502",121.5213974159,25.0474743492
"503",121.4377945319,24.9878833992
"504",121.5461359921,25.0371088207
"505",121.5356743386,25.0654680891
"506",121.5403701978,25.0641181819
"507",121.5215715961,25.0113539725
"508",121.5448841303,25.0596495122
"509",121.5256462271,25.0592442362
"510",121.5277666791,25.0058902571
"511",121.5663676389,25.0551037606
"512",121.5308984883,25.0149257605
"513",121.5160390369,25.0205968766
"514",121.4319669091,24.9941009810
"515",121.5646514548,25.0371768037
"516",121.4854217302,25.0285902927
"517",121.5453497794,25.0698323007
"518",121.5811509675,25.0257354672
"519",121.5158210523,25.0183085982
"520",121.5445590387,25.0406831756
"521",121.5857792158,25.0409121849
"522",121.5566736232,25.0251413901
"523",121.5534667398,25.0582948314
"524",121.4528941938,25.0244247764
"525",121.5618553958,25.0648780792
"526",121.5319232887,25.0613232623
"527",121.5277786522,25.0619983476
"528",121.5664614828,25.0298369183
"529",121.5449113991,25.0212007114
"530",121.5205109790,24.9884179593
"531",121.5200114183,25.0116635991
"532",121.5297722146,25.0010571400
"533",121.5218897092,25.0615037479
"534",121.5346596874,25.0554453376
"535",121.5404376229,25.0118097313
"536",121.4755885542,25.0264458424
"537",121.5587437702,25.0695013373
"538",121.5408746123,25.0295619547
"539",121.5467002888,25.0799348939
"540",121.5242836794,25.0639415650
"541",121.4885760613,25.0060873183
"542",121.5610088901,25.0675008582
"543",121.5444016756,25.0398288001
"544",121.4776408231,24.9838318193
"545",121.4498663727,25.0107753833
"546",121.5372863976,25.0761065860
"547",121.4930712965,24.9816293006
"548",121.5430652179,25.0526956535
"549",121.5636165653,25.0269655475
"550",121.5072249133,24.9790084736
"551",121.5413528684,25.0300577121
"552",121.4890574546,24.9667132049
"553",121.5858107402,25.0352931331
"554",121.5071171644,25.0318818870
"555",121.5063878191,25.0061331562
"556",121.5074958876,25.0194883752
"557",121.4977388274,24.9907533569
"558",121.5309956748,25.0848515848
"559",121.4581110281,25.0235655051
"560",121.5590456871,25.0138311955
"561",121.4823426892,24.9899917424
"562",121.5295957399,25.0820070400
"563",121.4573815536,25.0285558492
"564",121.4819592144,24.9895494116
"565",121.5598496038,25.0800697852
"566",121.4899210163,24.9924913735
"567",121.5103249844,25.0365134531
"568",121.5211016824,25.0035995274
"569",121.4737585112,25.0254670795
"570",121.5547198502,25.0393652643
"571",121.5394586761,25.0823918733
"572",121.5291132473,25.0143942308
"573",121.4699181835,25.0196352029
"574",121.5287108691,25.0624689134
"575",121.4748133634,25.0117508655
"576",121.5555830216,25.0651690703
"577",121.4808709295,25.0025860647
"578",121.5307232107,24.9922430176
"579",121.5087708039,24.9948205856
"580",121.4901656882,25.0021636234
"581",121.5229398844,25.0325083041
"582",121.4789135912,24.9994667832
"583",121.5271690332,25.0339684796
"584",121.5367795738,25.0597693889
"585",121.5376654124,25.0627344821
"586",121.5671636795,25.0693298988
"587",121.5003194438,24.9859859586
"588",121.5403188428,25.0466324833
"589",121.5313879787,24.9926798936
"590",121.5495228544,25.0630011910
"591",121.5467505163,25.0502943496
"592",121.4745956484,25.0284363203
"593",121.5060771458,24.9842727938
"594",121.5399862162,25.0607380980
"595",121.4703474118,25.0227120976
"596",121.4407219089,24.9929547301
"597",121.5179470130,25.0257893978
"598",121.5397481738,25.0858876980
"599",121.5004825305,24.9813851214
"600",121.5450718409,25.0869608138
"601",121.5307240361,24.9923435975
"602",121.5325440263,25.0645158713
"603",121.5467058027,25.0675864841
"604",121.5296056995,24.9900447558
"605",121.5267018070,25.0535773327
"606",121.5394265171,25.0835456898
"607",121.4399926234,24.9887155173
"608",121.5656304449,25.0448670658
"609",121.4748482190,25.0067149965
"610",121.5716543644,25.0206417607
"611",121.5351898816,25.0437947782
"612",121.5193371836,25.0317632897
"613",121.5457216681,25.0088992823
"614",121.5374464324,25.0801018135
"615",121.5335322194,25.0244467462
"616",121.5002097634,24.9729688642
"617",121.4590373631,25.0135418553
"618",121.5236437491,25.0196461751
"619",121.4697536631,25.0060608825
"620",121.4737852121,25.0173419165
"621",121.5118546911,24.9817289834
"622",121.5602478292,25.0349672606
"623",121.5762266406,25.0516637903
"624",121.4864602396,24.9892626533
"625",121.5218262550,25.0172602293
"626",121.5360286658,25.0620207679
"627",121.5316815715,25.0395456573
"628",121.4442023439,25.0200798578
"629",121.5062787965,24.9820010235
"630",121.4979814177,24.9708120801
"631",121.5146007211,24.9850573608
"632",121.5685172532,25.0747736458
"633",121.5444816104,25.0258370117
"634",121.5343280028,25.0703876261
"635",121.5628264527,25.0308101401
"636",121.4956054715,24.9838404970
"637",121.5401146317,25.0690194772
"638",121.5555614551,25.0496516497
"639",121.5061464078,24.9807527722
"640",121.5287711662,25.0052519611
"641",121.5156177475,25.0412049303
"642",121.5155673617,25.0077022488
"643",121.5280171749,25.0241615091
"644",121.5311500247,25.0448382632
"645",121.4616951234,24.9931511295
"646",121.5056346488,24.9768570729
"647",121.5910049160,25.0327120584
"648",121.5196116067,24.9884986848
"649",121.5546953883,25.0638652026
"650",121.5106282194,25.0368190900
"651",121.5290519052,25.0061033652
"652",121.4872781683,24.9677047287
"653",121.4996354655,24.9749460470
"654",121.4612662507,24.9933026089
"655",121.5573922457,25.0542665514
"656",121.5432930746,25.0667080171
"657",121.5326725648,25.0774478090
"658",121.4911434404,24.9932378437
"659",121.4957746829,25.0017749967
"660",121.5520030946,25.0444571634
"661",121.5635313182,25.0297060972
"662",121.5009633742,25.0023604551
"663",121.4795719805,25.0140413554
"664",121.4639610327,25.0327986775
"665",121.5467907541,25.0403447340
"666",121.5256495081,25.0577228683
"667",121.4806352455,25.0096554532
"668",121.5343077187,25.0503907158
"669",121.5343099811,25.0491914856
"670",121.4545961931,24.9977013873
"671",121.5694877718,25.0602831524
"672",121.4828116673,24.9914998630
"673",121.5278130927,25.0104027418
"674",121.4980154420,24.9895434346
"675",121.5384066166,25.0141016231
"676",121.4632993386,25.0180159630
"677",121.5243739105,25.0650975103
"678",121.4850859821,25.0086697962
"679",121.4633356511,24.9892098742
"680",121.5437190328,25.0151050527
"681",121.4939330193,24.9912351280
"682",121.5554409441,25.0529528175
"683",121.5640284764,25.0143447851
"684",121.5258609842,25.0711613757
"685",121.5485790096,25.0532457552
"686",121.5222211838,25.0719280899
"687",121.5464010124,25.0139137198
"688",121.5169823301,25.0366480073
"689",121.5214162826,25.0569827813
"690",121.5585868652,25.0361480641
"691",121.5347128211,25.0835957816
"692",121.5166132924,25.0422237551
"693",121.5002422612,24.9895955701
"694",121.4817358820,24.9723836790
"695",121.5535980619,25.0226653943
"696",121.4710505143,25.0117016895
"697",121.4493689416,24.9995269179
"698",121.5097492451,25.0206010169
"699",121.5595956300,25.0578177971
"700",121.4961516153,24.9770934126
"701",121.5270428148,25.0479425891
"702",121.4572927992,25.0128065434
"703",121.5252386968,25.0415666271
"704",121.5468574783,25.0563199116
"705",121.5382190456,25.0538020706
"706",121.4905806815,24.9926330612
"707",121.4306354094,24.9784656161
"708",121.4280237337,24.9825231422
"709",121.4579755523,25.0178969696
"710",121.4445573509,25.0122820155
"711",121.5261992100,25.0048055500
"712",121.4888087935,24.9907683415
"713",121.4958497687,24.9695624549
"714",121.4586264416,25.0056497749
"715",121.4897102781,25.0007713211
"716",121.4444739441,25.0072109359
"717",121.4720790272,25.0042043661
"718",121.4995334557,24.9783439449
"719",121.5434308575,25.0715040888
"720",121.5044959519,25.0012414718
"721",121.5743174334,25.0142777841
"722",121.5432579528,25.0733543134
"723",121.4812221551,25.0244129018
"724",121.4787301433,24.9953034942
"725",121.5515465396,25.0636030486
"726",121.5591937348,25.0332324081
"727",121.5248623704,25.0684392508
"728",121.5446699769,25.0513263505
"729",121.5144767813,25.0395937775
"730",121.5487088085,25.0567293286
"731",121.5551849887,25.0266288275
"732",121.5643945007,25.0113991477
"733",121.5535158350,25.0404553618
"734",121.5583328738,25.0124760924
"735",121.5278404846,25.0702914860
"736",121.5316553300,25.0498469498
"737",121.5504003395,25.0219076681
"738",121.5198817430,25.0221210316
"739",121.5464348519,25.0732288149
"740",121.5368243840,25.0825757123
"741",121.4774465599,24.9918313098
"742",121.5303168593,25.0706977446
"743",121.5133005173,24.9975976382
"744",121.4896607301,24.9925228701
"745",121.5409325656,25.0673561546
"746",121.4889428960,24.9936193986
"747",121.5803872369,25.0339700079
"748",121.5094011450,24.9955778007
"749",121.4590474942,25.0281693268
"750",121.4577116628,25.0313636069
"751",121.4917434417,24.9808144778
"752",121.5311057940,25.0790415361
"753",121.4684022012,24.9945827986
"754",121.5385593700,25.0454037327
"755",121.4686399193,25.0145736058
"756",121.4789339054,24.9830356000
"757",121.5126137325,24.9951484163
"758",121.5793545855,25.0487802102
"759",121.5238387431,25.0529687856
"760",121.5332336996,25.0274626713
"761",121.5323437711,25.0517390881
"762",121.5809131382,25.0404777396
"763",121.5399408793,25.0801785867
"764",121.5485034371,25.0310913428
"765",121.4295072408,24.9913943979
"766",121.5024421219,24.9840036764
"767",121.5593810498,25.0556094344
"768",121.4614004588,25.0317132985
"769",121.5574570269,25.0170147211
"770",121.5380745952,25.0698753711
"771",121.5181758332,25.0145152088
"772",121.5233680094,25.0548059552
"773",121.5448395256,25.0864512794
"774",121.5544513275,25.0541683981
"775",121.5409971946,25.0858213232
"776",121.5611049374,25.0558064598
"777",121.5392073506,25.0865587497
"778",121.5294723251,25.0527069153
"779",121.5474493090,25.0107192447
"780",121.4770024102,25.0167376302
"781",121.5172429634,25.0290253444
"782",121.5326857039,25.0526560412
"783",121.4728231218,25.0315680104
"784",121.4542132009,25.0207758368
"785",121.5305569888,25.0369542035
"786",121.4790478805,25.0331376604
"787",121.5656198754,25.0543231355
"788",121.4908161987,24.9865514100
"789",121.4610082270,25.0290856284
"790",121.5197156913,25.0451681956
"791",121.5622542848,25.0419821552
"792",121.5243655394,25.0620968280
"793",121.5448854351,25.0855436736
"794",121.4884374705,25.0140647840
"795",121.4538876119,25.0155553238
"796",121.4489926353,25.0079579846
"797",121.4716452935,25.0167056251
"798",121.5811079384,25.0181061687
"799",121.4694131038,25.0309813338
"800",121.4723366117,25.0189405111
"801",121.5206889426,25.0541176073
"802",121.5004472825,25.0098426310
"803",121.5296802011,24.9968230158
"804",121.5212250093,25.0056078422
"805",121.5503550735,25.0890361747
"806",121.5735104986,25.0171106666
"807",121.4377175116,25.0104233516
"808",121.5220404778,25.0334362721
"809",121.4824301237,25.0355637071
"810",121.5590047526,25.0293018188
"811",121.5207472004,25.0379386315
"812",121.5667859351,25.0285230791
"813",121.5718299950,25.0701034649
"814",121.5025332890,25.0094444954
"815",121.5149003026,25.0018196596
"816",121.5400241679,25.0198934466
"817",121.4870051688,25.0012643035
"818",121.4755228362,24.9949529318
"819",121.5404588966,25.0632754139
"820",121.4423606607,25.0051036706
"821",121.5683955706,25.0175540838
