id,x,y
"192",121.4168183453,25.1469121500
"193",121.4230274081,24.9861118348
"194",121.4551708243,24.8297782987
"195",121.9065560736,25.1206357404
"196",121.3953592688,25.0489856913
"197",121.5654731066,25.2390829713
"198",121.7626601069,24.9846475914
"199",121.4117521193,25.1263359003
"200",121.5213612532,25.2013461782
"201",121.5499276573,25.1751530674
"202",121.6428380908,25.1470132357
"203",121.3924493796,24.9367528177
"204",121.3844906398,24.8468844831
"205",121.3662080241,24.9597395427
"206",121.4600855536,24.9105294508
"207",121.7262384059,24.9789672119
"208",121.6382861850,24.9803462600
"209",121.7575967359,24.9861670341
"210",121.8557318385,25.0997306227
"211",121.5650175564,25.2432607896
"212",121.8145048782,25.0790425483
"213",121.4672064465,24.8640775478
"214",121.3661811201,24.9183404543
"215",121.4250221960,25.1638485176
"216",121.6141221345,25.2778881003
"217",121.5684027477,25.2173942694
"218",121.6152952118,25.2676402053
"219",121.5373736351,25.1801203745
"220",121.3870730686,25.1174089531
"221",121.4543069039,25.2410270152
"222",121.8108800868,25.0643342078
"223",121.7905577418,25.0589918583
"224",121.5209105733,25.2620527739
"225",121.7125121110,25.0123117407
"226",121.5061417005,25.1901933233
"227",121.4303366790,25.0731946732
"228",121.7308501577,24.9896212420
"229",121.6141062907,25.2245277831
"230",121.4570765900,24.9685317225
"231",121.4962121024,25.1134755871
"232",121.3309726139,24.9357196267
"233",121.7886315564,25.0659906808
"234",121.7471393312,24.9770989351
"235",121.5286160778,25.1849651533
"236",121.6290154490,25.2102753318
"237",121.3773132547,24.8908367146
"238",121.7264475688,25.0056817371
"239",121.3809496077,25.1185791746
"240",121.5451443823,25.1958466858
"241",121.4554967691,25.1243256394
"242",121.6051270994,25.2265370839
"243",121.4017881198,25.0069904217
"244",121.3710940561,24.9178283758
"245",121.4131934282,25.0825218980
"246",121.4488041191,24.9534317833
"247",121.6853906234,25.0626577840
"248",121.5185749340,25.2237216458
"249",121.5158574987,25.2111291910
"250",121.7224715681,25.0076679327
"251",121.3505839502,24.9436252682
"252",121.3590897953,24.8589448509
"253",121.7659474697,25.0519741649
"254",121.4641549137,24.9727615847
"255",121.8116421338,25.1310666227
"256",121.3523776079,24.9031122017
"257",121.7631948915,25.0342598222
"258",121.7582532705,24.9820351101
"259",121.6516669640,25.1929884953
"260",121.6499221299,25.0876241752
"261",121.6050504733,25.2234266857
"262",121.7683398264,25.0465173065
"263",121.5961163603,25.1563021811
"264",121.6019664278,25.2761741617
"265",121.4316496048,25.1881442191
"266",121.5577486148,25.2655580536
"267",121.4565774086,25.1058614988
"268",121.4523025645,25.0716010865
"269",121.6321154944,25.2345778073
"270",121.4991006961,25.1122905763
"271",121.4653069801,24.8689450902
"272",121.4582711868,24.8068321771
"273",121.4692705364,25.2325813588
"274",121.4977826380,25.2646653403
"275",121.4290318790,24.9093809700
"276",121.5399544491,25.2108995030
"277",121.4985045168,25.2078566687
"278",121.4363159332,24.8211913440
"279",121.4584032519,24.8060250260
"280",121.5733821982,25.2503760083
"281",121.4060723497,25.0023234446
"282",121.4599306150,24.8397217525
"283",121.4424783045,24.9923211662
"284",121.8215083137,25.0875722338
"285",121.5082270010,25.1166361337
"286",121.3462926428,24.9502542156
"287",121.4055055886,25.0656106511
"288",121.4048933613,24.8677788183
"289",121.5636872739,25.1945774891
"290",121.6378224469,25.1012358965
"291",121.5292699205,25.2338936970
"292",121.6145967093,24.9754924716
"293",121.6411093296,25.1777341110
"294",121.7955146155,25.0766637232
"295",121.4370299251,24.8167116625
"296",121.4338508856,24.9503433977
"297",121.6101288447,25.2492967351
"298",121.4542746522,24.8717954284
"299",121.4852481286,25.2338257951
"300",121.6497529944,25.1564316570
"301",121.7795967456,25.0188019253
"302",121.3708963066,24.8667205200
"303",121.6269299926,25.1022379570
"304",121.6337140827,25.0188000508
"305",121.4496583530,24.8333819169
"306",121.7497336160,25.0489236742
"307",121.6578299508,25.1772051644
"308",121.6367937289,25.0905996295
"309",121.4534390876,25.2084155455
"310",121.4943607588,25.1393184718
"311",121.4846460692,25.1258047222
"312",121.3756448972,24.8768142581
"313",121.7678536895,25.0210228537
"314",121.7175753270,25.0334153190
"315",121.5430851897,25.2239319221
"316",121.7957490131,25.0342878817
"317",121.5751443434,25.2519160478
"318",121.4247713433,24.9695654326
"319",121.8488217992,25.1179806553
"320",121.4774227090,25.1366122285
"321",121.6478819749,25.0726675980
"322",121.3606767666,24.9555221090
"323",121.6264584828,25.0542972463
"324",121.7645210419,25.0164025882
"325",121.4161304227,24.9393388157
"326",121.4382593094,24.8218464460
"327",121.6338047278,25.1686503465
"328",121.3285462409,24.9072587137
"329",121.6008619070,25.1686757376
"330",121.6165426925,25.1209151109
"331",121.6188103422,25.1048214335
"332",121.6622732297,25.1610028977
"333",121.8873876641,25.1031493094
"334",121.4368576505,24.9758255832
"335",121.6037051222,25.0078381781
"336",121.4044191100,24.9140803724
"337",121.8320239299,25.0831113229
"338",121.6235735337,25.2293825619
"339",121.7641434326,25.0377061226
"340",121.4161112504,25.0460645057
"341",121.6132208708,25.1984886263
"342",121.6357870988,25.1613266957
"343",121.5186734115,25.1054554859
"344",121.4501393953,25.1661816139
"345",121.7289845794,25.0541563294
"346",121.4251580032,25.0978284392
"347",121.4300575471,25.0978546694
"348",121.3291110207,24.9557189923
"349",121.6407657610,25.1861290978
"350",121.8206017166,25.0693015619
"351",121.4556105125,24.9498732574
"352",121.6246265444,25.1121906329
"353",121.5160197763,25.2516605219
"354",121.4062947518,24.9041169125
"355",121.4502314074,25.2470880666
"356",121.4722295254,25.1384278970
"357",121.4673594494,25.2083115208
"358",121.7944706829,25.0566884218
"359",121.4301087493,25.1860195800
"360",121.8712741778,25.1052507474
"361",121.6076026801,25.1293039090
"362",121.5609244716,25.1982486515
"363",121.8479248872,25.1259095538
"364",121.3606558888,24.9527100099
"365",121.7976482407,25.0846771677
"366",121.4044632335,24.9939623667
"367",121.5916444476,25.1841785279
"368",121.4805812362,25.2700077482
"369",121.4424540279,24.9002242278
"370",121.6188800087,25.1209197448
"371",121.5733045202,25.2469363995
"372",121.5144214533,25.2810204996
"373",121.5739227735,25.2185731102
